웰치 포도 드링크,농심,190,1팩,FALSE,60,0,17,15,0,0
자연마을 배주스,자연마을,100,1팩,FALSE,46.5,2.2,11.2,9.4,0,0.2
자연마을 사과주스,자연마을,100,1팩,FALSE,59.15,1.92,14.45,12.91,0.06,0.18
자연마을 포도주스,자연마을,100,1팩,FALSE,51.81,3.32,12.41,12.38,0.04,0.43
자연마을 감귤주스,자연마을,100,1팩,FALSE,40.4,40.5,9.3,9.2,0.1,0.6
자연마을 딸기주스,자연마을,100,1팩,FALSE,50,0,13,12,0,0
자연마을 사과당근주스,자연마을,100,1팩,FALSE,55,0,13,12,0,0
자연마을 사과아로니아주스,자연마을,100,1팩,FALSE,49.42,7.08,12.08,11.28,0.06,0.14
자연마을 배도라지,자연마을,100,1팩,FALSE,65,0,15,9,0,1
자연마을 사과비트주스,자연마을,100,1팩,FALSE,56,14,13,11,0,0
아람드리 딸기,아람농장,138,1팩,FALSE,60,0,16,11,0,0
아람드리 포도,아람농장,138,1팩,FALSE,55,40,14,12,0,0
아람드리 사과,아람농장,138,1팩,FALSE,55,50,14,12,0,0
아람드리 감귤,아람농장,138,1팩,FALSE,55,40,14,14,0,0
아람드리 천도 복숭아,아람농장,138,1팩,FALSE,55,40,14,11,0,0
아람드리 유자,아람농장,138,1팩,FALSE,75,5,19,19,0,0
공룡 메카드 사과,에이플러스,220,1병,FALSE,70,16,17,17,0,0
시크릿 쥬쥬 청포도,에이플러스,220,1병,FALSE,78,5,20,17,0,0.2
시크릿 쥬쥬 사과,에이플러스,220,1병,FALSE,70,16,17,17,0,0
시크릿 쥬쥬 딸기,에이플러스,100,1팩,FALSE,40,10,10,10,0,0
브레드 이발소 오렌지맛,에이플러스,220,1병,FALSE,75,1.74,18.5,13,0,0
엑스링 다이노 사과,에이플러스,220,1병,FALSE,76,13.7,19,15,0,0
소피루비 포도,에이플러스,220,1병,FALSE,85,14,21,21,0,0
라즈베리 트위스트 앤 드링크,태원통상,200,1병,FALSE,80,2,20,20,0,0
사과 트위스트 앤 드링크,태원통상,200,1병,FALSE,74,2,18.4,18,0,0
오렌지 트위스트 앤 드링크,태원통상,200,1병,FALSE,75,2,18.6,18.4,0,0
와일드베리 트위스트 앤 드링크,태원통상,200,1병,FALSE,80,2,20,20,0,0
체리 트위스트 앤 드링크,태원통상,200,1병,FALSE,88,2,22,22,0,0
맑은 농장 어린이주스,청호네추럴,100,1팩,FALSE,50,5,12,9,0,0
이츠웰 플리또 청포도,씨제이프레시웨이,130,1팩,FALSE,60,0,15,11,0,0
이츠웰 플리또 망고 파인애플,씨제이프레시웨이,130,1팩,FALSE,65,0,16,12,0,0
이츠웰 플리또 석류 사과,씨제이프레시웨이,130,1팩,FALSE,60,5,15,13,0,0
이츠웰 플리또 자몽 블루베리,씨제이프레시웨이,130,1팩,FALSE,60,0,15,11,0,0
이츠웰 플리또 골드키위 배,씨제이프레시웨이,130,1팩,FALSE,60,15,14,14,0,0
이츠웰 플리또 당근 사과,씨제이프레시웨이,130,1팩,FALSE,60,35,15,14,0,0
이츠웰 마시는 사과야 망고해,씨제이프레시웨이,50,1팩,FALSE,12,5,10,1,0,0
이츠웰 튼튼 플러스 요거얌얌 플레인,씨제이프레시웨이,125,1팩,FALSE,45,20,11,10,0,0
이츠웰 튼튼 플러스 요거얌얌 오렌지맛,씨제이프레시웨이,125,1팩,FALSE,40,25,10,10,0,0
이츠웰 마시는 상큼한 하루,씨제이프레시웨이,100,1팩,FALSE,48,0,12,9,0,0
이츠웰 마시는 레드 핑크 블라썸,씨제이프레시웨이,100,1팩,FALSE,52,0,13,12,0,0
이츠웰 마시는 골든 블라썸,씨제이프레시웨이,100,1팩,FALSE,55,15,13,11,0,1
이츠웰 마시는 달콤한 하루,씨제이프레시웨이,100,1팩,FALSE,50,0,12,10,0,1
키크몬 홍삼 사과,씨제이제일제당,100,1팩,FALSE,13,5,10,4,0,0
키크몬 홍삼 배,씨제이제일제당,100,1팩,FALSE,20,0,11,4,0,0
키크몬 홍삼 포도,씨제이제일제당,100,1팩,FALSE,24,0,12,5,0,0
웰키즈 사과,에이치케이이노엔,100,1팩,FALSE,25,0,6.4,6,0,0
웰키즈 포도,에이치케이이노엔,100,1팩,FALSE,30,5,7,6,0,0
유기농 키즈프리 톡톡로니,풀무원,100,1팩,FALSE,50,25,13,12,0,0
유기농 키즈프리 튼튼드니,풀무원,100,1팩,FALSE,50,30,13,13,0,0
유기농 키즈프리 반짝프니,풀무원,100,1팩,FALSE,50,30,13,12,0,0
우리 아이 튼튼 보감,풀무원,80,1포,FALSE,50,5,13,12,0,0
슈퍼키즈하이,풀무원,130,1병,FALSE,60,30,16,10,0,1
팁코 키즈 애플 그레이프 주스,광동,110,1팩,FALSE,46.8,10.5,11.7,10.3,0,0
팁코 키즈 믹스 베지 후르츠 주스,광동,110,1팩,FALSE,44.8,24,11.2,10.6,0,0
팁코 키즈 쇼군 오렌지 주스,광동,110,1팩,FALSE,44.8,10.5,11.2,10.2,0,0
폴짝폴짝 콩콩콩 청포도,해태,210,1병,FALSE,60,13,15,14,0,0
폴짝폴짝 콩콩콩 복숭아,해태,210,1병,FALSE,60,13,15,14,0,0
썬키스트 키즈 포도 ,해태,210,1병,FALSE,15,20,7,2,0,0
썬키스트 키즈 딸기,해태,210,1병,FALSE,7,20,2,0,0,0
잘크톤 홍삼 튼트니 포도 블루베리맛,파머스팩토리,100,1팩,FALSE,56,2,14,14,0,0
잘크톤 홍삼 튼트니 오렌지맛,파머스팩토리,100,1팩,FALSE,58,2,14.4,14,0,0
햇살바람 사과 생즙,부림농원,110,1팩,FALSE,64,5,16,13,0,0
연세 바나나 우유,연세대학교연세우유,200,1팩,FALSE,160,120,22,22,4,6
키득키득 오비타,함소아제약,100,1팩,FALSE,76,10,19,16,0,0
키득키득 배도라지,함소아제약,100,1팩,FALSE,82,10,20,17,0,0
삐뽀삐뽀 도라지 담은 배,함소아제약,100,1팩,FALSE,54,0,13,10,0,0
테일러 키즈푸룬 ,테일러팜스,80,1팩,FALSE,62,0,14,10,0,0
엄마 사랑 홍삼,한국인삼유통공사,20,1포,FALSE,20,0,5,2,0,0
요거 조아,아이배냇,100,1팩,FALSE,40,15,12,6,0,0
배도라지 조아,아이배냇,100,1팩,FALSE,25,0,6,5,0,0
엘더베리 조아,아이배냇,100,1팩,FALSE,40,0,10,10,0,0
끙야 에이,아이배냇,80,1팩,FALSE,45,15,14,7,0.1,5
끙야 비,아이배냇,80,1팩,FALSE,45,5,14,8,0,0
끙야 씨,아이배냇,80,1팩,FALSE,45,15,14,7,0,0
우리아이입안애 사과당근음료,초록마을,100,1팩,FALSE,49,5,12,11,0,0
우리아이입안애 배도라지음료,초록마을,100,1팩,FALSE,53.5,5,13,13,0,0
우리아이입안애 딸기음료,초록마을,100,1팩,FALSE,57.5,5,13,13,0,0
마시는 텐텐 홍삼 튼튼 사과,한미헬스케어,100,1팩,FALSE,50,25,13,10,0,0
마시는 텐텐 홍삼 튼튼 포도,한미헬스케어,100,1팩,FALSE,50,10,13,12,0,0
마시는 텐텐 홍삼 튼튼 오렌지,한미헬스케어,100,1팩,FALSE,50,10,12,11,0,0
한미 마시는 비타민 텐텐 딸기맛,고구려통상,140,1캔,FALSE,45,18,11,9,0,0
한미 마시는 비타민 텐텐 청포도맛,고구려통상,140,1캔,FALSE,49,17,12,10,0,0
하이 피치,돌코리아,120,1팩,FALSE,75,5,19,12,0,0
하이 머스캣,돌코리아,120,1팩,FALSE,75,5,19,14,0,0
하이 애플,돌코리아,120,1팩,FALSE,80,5,20,11,0,0
하이 파인애플,돌코리아,120,1팩,FALSE,65,5,15,12,0.4,0
하이 망고,돌코리아,120,1팩,FALSE,65,5,15,11,0.2,0
노브랜드 딸기 어린이 음료,이마트,200,1병,FALSE,65,20,16,14,0,0
어린이 도라지 배즙,순수식품,80,1팩,FALSE,32,0,8,6,0,0
어린이 홍삼 키즈,동보내츄럴,20,1팩,FALSE,20,0,5,5,0,0
6년근 홍삼 무럭무럭 자라라 어린이 홍삼,피쉬데이,50,1팩,FALSE,15,0,3,3,0,0
어린이 유기농 튼튼 홍삼,장수이야기,60,1팩,FALSE,17,0,4,4,0,0
튼튼 쑥쑥 어린이 녹용 홍삼,천호엔케어,40,1팩,FALSE,25,5,6,3,0,0.5
처음 먹는 배도라지,참든건강과학,100,1팩,FALSE,32,0,8,5,0,0
처음 먹는 배도라지 홍삼,참든건강과학,80,1팩,FALSE,28,0,7,4,0,0
엘빈즈 유기농 바나나 파인애플,헬스밸런스,80,1팩,FALSE,25,5,5,5,0,0
엘빈즈 유기농 바나나 오렌지 망고,헬스밸런스,80,1팩,FALSE,30,5,7,6,0,0
엘빈즈 과즙팡팡 어린이 워터젤리 청포도 골드키위,헬스밸런스,100,1팩,FALSE,69,18,17,8,0,0
엘빈즈 과즙팡팡 어린이 워터젤리 복숭아 자두,헬스밸런스,100,1팩,FALSE,75,17,18,8,0,0
엘빈즈 작두콩 현미차,헬스밸런스,100,1팩,FALSE,0,0,0,0,0,0
바나나맛 우유 키즈,빙그레,120,1팩,FALSE,109,56,13,12,3.3,3.5
아이 쭉쭉 워터젤리 제주 감귤,베베쿡,100,1팩,FALSE,60,25,15,15,0,0
아이 쭉쭉 워터젤리 체리 베리,베베쿡,100,1팩,FALSE,52,20,13,13,0,0
