20140110,강원,10275,1524,1180,1018
20140110,충북,11517,1483,1066,1226
20140110,충남,17600,2007,1549,1625
20140110,전북,18711,1673,1800,1871
20140110,전남,16934,2095,1441,1932
20140110,경북,20356,2597,2378,1976
20140110,경남,26989,3390,2702,2742
20140110,제주,5415,467,592,473
20140110,전국,411291,47079,37903,37398
20140111,서울,72582,7787,6102,5941
20140111,부산,28135,2590,2102,2080
20140111,대구,18930,2398,2055,1888
20140111,인천,21438,2437,1344,1976
20140111,광주,11690,1291,772,1369
20140111,대전,12621,1439,1019,916
20140111,울산,9392,869,644,862
20140111,경기,93155,9648,7194,7728
20140111,강원,8569,1226,778,719
20140111,충북,10575,1318,955,1028
20140111,충남,15706,1727,1326,1462
20140111,전북,15649,1355,1268,1487
20140111,전남,14210,1721,1101,1638
20140111,경북,17645,2240,1878,1834
20140111,경남,24117,2814,2157,2454
20140111,제주,4642,351,433,338
20140111,전국,379247,41226,31139,33736
20140112,서울,7363,351,208,500
20140112,부산,3670,149,53,147
20140112,대구,2331,72,56,241
20140112,인천,3506,132,65,202
20140112,광주,2367,41,37,272
20140112,대전,3207,123,35,116
20140112,울산,2140,69,42,112
20140112,경기,16959,727,379,1233
20140112,강원,1196,46,20,73
20140112,충북,2690,130,55,141
20140112,충남,3239,169,46,192
20140112,전북,3191,72,67,234
20140112,전남,3937,105,47,312
20140112,경북,2729,84,47,235
20140112,경남,4057,144,68,150
20140112,제주,1824,40,43,62
20140112,전국,64436,2459,1269,4222
20140113,서울,107923,11502,8993,8814
20140113,부산,42109,4277,3435,3289
20140113,대구,26540,3481,2961,2547
20140113,인천,30688,3573,1927,2990
20140113,광주,16731,1853,1133,1902
20140113,대전,16704,1934,1383,1301
20140113,울산,14001,1373,1057,1195
20140113,경기,134457,13889,10179,11228
20140113,강원,14083,2003,1524,1427
20140113,충북,15952,2101,1413,1738
20140113,충남,25159,2719,2102,2387
20140113,전북,25467,2265,2247,2626
20140113,전남,23296,2804,1726,2633
20140113,경북,28737,3652,3162,2977
20140113,경남,37502,4489,3254,3690
20140113,제주,7654,621,708,642
20140113,전국,567244,62555,47220,51410
20140114,서울,75817,9303,7321,6235
20140114,부산,30160,3279,2640,2289
20140114,대구,18796,2757,2252,1937
20140114,인천,22215,2868,1579,2172
20140114,광주,12450,1448,914,1467
20140114,대전,12739,1478,1049,942
20140114,울산,10177,1025,848,863
20140114,경기,96641,10995,8072,8140
20140114,강원,10280,1630,1150,952
20140114,충북,11840,1593,1088,1207
20140114,충남,18294,2066,1559,1670
20140114,전북,17739,1748,1801,1726
20140114,전남,17251,2154,1412,2042
20140114,경북,20740,2715,2295,2132
20140114,경남,26487,3388,2488,2672
20140114,제주,5684,494,588,482
20140114,전국,407483,48948,37065,36935
20140115,서울,78731,8863,7314,6350
20140115,부산,29873,3119,2712,2167
20140115,대구,18581,2546,2260,1784
20140115,인천,22690,2645,1560,2115
20140115,광주,12329,1431,881,1489
20140115,대전,12566,1539,1132,875
20140115,울산,10543,968,829,919
20140115,경기,97222,10521,8088,8087
20140115,강원,9888,1446,1083,1015
20140115,충북,11664,1452,1079,1191
20140115,충남,17632,1978,1565,1610
20140115,전북,17430,1569,1702,1843
20140115,전남,16956,2105,1314,1944
20140115,경북,20150,2609,2296,1992
20140115,경남,26511,3468,2574,2496
20140115,제주,5844,485,523,435
20140115,전국,408788,46758,36922,36323
20140116,서울,80837,8554,7110,6250
20140116,부산,30848,3204,2631,2287
20140116,대구,19353,2403,2331,1913
20140116,인천,23669,2763,1565,2221
20140116,광주,12739,1332,837,1545
20140116,대전,13308,1435,1078,927
20140116,울산,10659,979,815,930
20140116,경기,101603,10222,7730,8064
20140116,강원,10660,1390,1172,990
20140116,충북,12341,1468,1053,1254
20140116,충남,18810,1998,1594,1816
20140116,전북,18227,1656,1787,1773
20140116,전남,17667,2120,1433,2008
20140116,경북,20942,2727,2430,2116
20140116,경남,27327,3392,2368,2633
20140116,제주,6133,461,545,491
20140116,전국,425300,46116,36496,37238
20140117,서울,86235,9462,7658,6996
20140117,부산,32595,3439,2782,2518
20140117,대구,20169,2769,2369,2017
20140117,인천,24533,2917,1756,2381
20140117,광주,13172,1469,923,1579
20140117,대전,13510,1572,1218,1053
20140117,울산,11160,1100,866,974
20140117,경기,105986,10997,8524,9068
20140117,강원,11336,1663,1202,1088
20140117,충북,12810,1578,1112,1391
20140117,충남,19227,2167,1687,1817
20140117,전북,19759,1724,1961,1897
20140117,전남,18155,2233,1433,2047
20140117,경북,22365,2951,2606,2287
20140117,경남,28466,3721,2753,2805
20140117,제주,6650,520,620,502
20140117,전국,446309,50294,39479,40432
20140118,서울,79467,7706,5880,6299
20140118,부산,29118,2603,2035,2054
20140118,대구,19904,2456,2101,1877
20140118,인천,23582,2448,1371,2137
20140118,광주,12931,1280,797,1517
20140118,대전,13429,1443,975,979
20140118,울산,10437,896,719,891
20140118,경기,102800,9555,6812,8498
20140118,강원,9463,1156,790,834
20140118,충북,11600,1355,958,1184
20140118,충남,16817,1773,1309,1566
20140118,전북,16359,1377,1308,1593
20140118,전남,15500,1767,1021,1776
20140118,경북,18973,2367,1873,1946
20140118,경남,24973,3057,2092,2350
20140118,제주,5724,350,440,423
20140118,전국,411233,41609,30488,35937
20140119,서울,9770,330,247,600
20140119,부산,4792,138,64,170
20140119,대구,2977,66,71,263
20140119,인천,5313,162,82,379
20140119,광주,2864,43,46,262
20140119,대전,3558,130,50,128
20140119,울산,2487,66,41,139
20140119,경기,23030,879,434,1386
20140119,강원,1637,60,18,75
20140119,충북,3098,120,54,172
20140119,충남,3806,158,66,210
20140119,전북,3551,69,91,195
20140119,전남,4341,115,77,345
20140119,경북,3197,92,38,243
20140119,경남,4519,139,76,173
20140119,제주,2308,35,47,51
20140119,전국,81285,2603,1505,4792
20140120,서울,119605,10727,8217,9105
20140120,부산,45406,4534,3529,3432
20140120,대구,29198,3815,2890,2823
20140120,인천,33944,3274,1913,3256
20140120,광주,19639,1885,1209,2191
20140120,대전,18329,1957,1304,1409
20140120,울산,16232,1376,1090,1298
20140120,경기,147363,12716,9234,11656
20140120,강원,15541,1872,1314,1457
20140120,충북,17443,1895,1306,1739
20140120,충남,27041,2563,1941,2388
20140120,전북,27629,2310,2376,2674
20140120,전남,25913,2915,1881,2926
20140120,경북,31676,3588,2944,3100
20140120,경남,41319,4660,3278,3841
20140120,제주,9455,647,716,737
20140120,전국,625999,60743,45154,54047
20140121,서울,88186,8891,7022,6806
20140121,부산,31812,3374,2637,2494
20140121,대구,20470,2725,2188,1933
20140121,인천,26143,2605,1522,2459
20140121,광주,12512,1262,774,1463
20140121,대전,13396,1450,1041,980
20140121,울산,11662,1033,771,994
20140121,경기,112403,10439,7438,9029
20140121,강원,10363,1367,983,914
20140121,충북,12810,1468,926,1329
20140121,충남,18921,1814,1343,1685
20140121,전북,17081,1474,1464,1722
20140121,전남,17166,2006,1255,2005
20140121,경북,22506,2786,2228,2196
20140121,경남,28720,3658,2469,2740
20140121,제주,6589,475,548,519
20140121,전국,450930,46839,34616,39284
20140122,서울,92010,8576,7217,7310
20140122,부산,32448,3217,2618,2442
20140122,대구,20627,2605,2321,1913
20140122,인천,27134,2668,1710,2461
20140122,광주,13618,1383,982,1573
20140122,대전,14384,1487,1145,1034
20140122,울산,12031,1024,745,1009
20140122,경기,114796,10357,7877,9215
20140122,강원,11210,1378,996,1061
20140122,충북,13771,1526,1088,1486
20140122,충남,19828,2059,1599,1798
20140122,전북,19008,1635,1806,1831
20140122,전남,18882,2242,1419,2107
20140122,경북,23321,2749,2314,2263
20140122,경남,28878,3538,2638,2747
20140122,제주,7111,496,499,534
20140122,전국,469262,46955,36984,40792
20140123,서울,95412,8754,7243,7219
20140123,부산,34357,3196,2637,2576
20140123,대구,21804,2454,2328,2054
20140123,인천,27702,2687,1624,2622
20140123,광주,14379,1393,935,1632
20140123,대전,14620,1517,1142,1109
20140123,울산,12424,1011,789,1010
20140123,경기,120768,10343,7990,9546
20140123,강원,12211,1411,1164,1128
20140123,충북,14321,1495,1095,1463
20140123,충남,20798,2018,1645,1924
20140123,전북,19495,1691,1894,2066
20140123,전남,19313,2066,1459,2175
20140123,경북,24641,2823,2446,2489
20140123,경남,30466,3428,2587,2820
20140123,제주,7131,476,554,536
20140123,전국,490062,46775,37546,42385
20140124,서울,105379,9915,7999,8003
20140124,부산,36178,3539,2886,2925
20140124,대구,22991,2893,2468,2239
20140124,인천,29674,2956,1692,2878
20140124,광주,15001,1509,1049,1692
20140124,대전,15223,1725,1201,1197
20140124,울산,12990,1105,805,1144
20140124,경기,128608,11497,8608,10543
20140124,강원,13597,1724,1229,1304
20140124,충북,15343,1707,1263,1569
20140124,충남,22395,2268,1819,2031
20140124,전북,20778,1874,2031,2104
20140124,전남,20086,2276,1530,2328
20140124,경북,25853,3022,2599,2558
20140124,경남,31702,3826,2847,3093
20140124,제주,7604,535,597,635
20140124,전국,523593,52387,40641,46257
20140125,서울,93775,7975,5818,7268
20140125,부산,32292,2779,2146,2227
20140125,대구,21855,2494,1865,2065
20140125,인천,28175,2385,1329,2563
20140125,광주,13596,1267,810,1622
20140125,대전,15468,1495,1013,1077
20140125,울산,11851,920,649,968
20140125,경기,120243,9516,6822,9324
20140125,강원,11087,1259,792,957
20140125,충북,13611,1377,929,1348
20140125,충남,18980,1917,1264,1627
20140125,전북,17043,1442,1292,1678
20140125,전남,16821,1828,1135,1953
20140125,경북,21606,2378,1797,2155
20140125,경남,27449,3007,2054,2492
20140125,제주,6626,396,416,430
20140125,전국,470686,42451,30140,39765
20140126,서울,10919,397,234,728
20140126,부산,4759,148,59,192
20140126,대구,3149,67,54,310
20140126,인천,5337,162,61,382
20140126,광주,3318,54,47,296
20140126,대전,4124,112,49,149
20140126,울산,2940,92,40,146
20140126,경기,25770,797,381,1575
20140126,강원,1719,39,34,98
20140126,충북,3799,108,57,177
20140126,충남,4107,134,62,220
20140126,전북,3619,69,58,252
20140126,전남,4748,127,50,356
20140126,경북,3630,113,58,327
20140126,경남,4983,142,80,189
20140126,제주,2661,44,41,58
20140126,전국,89631,2607,1365,5458
20140127,서울,157772,12655,10184,11707
20140127,부산,52202,4768,3615,4067
20140127,대구,34413,3962,3231,3256
20140127,인천,46258,3971,2435,4327
20140127,광주,21582,1921,1274,2400
20140127,대전,22541,2164,1593,1699
20140127,울산,18945,1463,1085,1602
20140127,경기,196820,15118,11301,15084
20140127,강원,19967,2298,1667,1804
20140127,충북,22050,2304,1537,2210
20140127,충남,33367,3076,2283,2808
20140127,전북,29622,2518,2623,2987
20140127,전남,28946,3045,2095,3216
20140127,경북,38080,4024,3317,3717
20140127,경남,46357,5047,3739,4449
20140127,제주,10156,657,839,818
20140127,전국,779400,69011,52832,66179
20140128,서울,123011,10565,8408,9031
20140128,부산,41180,3885,3011,3269
20140128,대구,27756,3236,2617,2726
20140128,인천,35944,3336,1799,3358
20140128,광주,17508,1631,1036,2052
20140128,대전,18295,1893,1258,1302
20140128,울산,15064,1211,860,1262
20140128,경기,154474,12608,9255,11979
20140128,강원,16038,1986,1315,1433
20140128,충북,18246,1871,1224,1872
20140128,충남,26724,2530,1871,2297
20140128,전북,23087,1999,2100,2376
20140128,전남,23660,2511,1580,2725
20140128,경북,30884,3341,2679,2967
20140128,경남,37322,4234,2847,3434
20140128,제주,8328,582,725,704
20140128,전국,617776,57441,42597,52812
20140129,서울,175329,13135,10009,12765
20140129,부산,56224,4679,3249,4155
20140129,대구,37320,3796,3060,3446
20140129,인천,50244,4087,2115,4468
20140129,광주,22239,1976,1190,2335
20140129,대전,24737,2210,1402,1792
20140129,울산,20656,1538,1068,1684
20140129,경기,213197,15328,10754,16195
20140129,강원,20217,2142,1354,1685
20140129,충북,22290,2072,1368,2126
20140129,충남,33706,2922,1985,2849
20140129,전북,29201,2353,2170,2725
20140129,전남,28572,2896,1781,2998
20140129,경북,39616,3712,2982,3589
20140129,경남,47925,5030,3146,4438
20140129,제주,9926,674,730,664
20140129,전국,831722,68572,48371,67939
20140130,서울,25001,657,558,1429
20140130,부산,11550,368,272,607
20140130,대구,11191,472,479,862
20140130,인천,9843,259,191,580
20140130,광주,6283,221,157,553
20140130,대전,8109,253,177,357
20140130,울산,4414,93,97,192
20140130,경기,41905,1052,722,2107
20140130,강원,4642,207,122,262
20140130,충북,6891,303,125,508
20140130,충남,9048,376,189,606
20140130,전북,8564,257,305,630
20140130,전남,9229,559,301,774
20140130,경북,10278,445,333,853
20140130,경남,11476,513,340,707
20140130,제주,4106,91,90,170
20140130,전국,182620,6128,4461,11201
20140131,서울,9286,127,173,365
20140131,부산,2732,31,46,54
20140131,대구,1743,22,31,44
20140131,인천,2989,54,42,91
20140131,광주,2086,24,25,84
20140131,대전,3191,80,46,85
20140131,울산,1207,14,23,49
20140131,경기,13570,147,187,558
20140131,강원,1257,18,15,76
20140131,충북,2779,86,40,105
20140131,충남,2547,41,26,84
20140131,전북,2463,39,60,88
20140131,전남,2917,49,44,149
20140131,경북,2300,36,28,85
20140131,경남,3679,50,52,107
20140131,제주,1584,9,14,34
20140131,전국,56356,827,852,2058
20140201,서울,25332,430,416,1551
20140201,부산,7620,128,103,559
20140201,대구,6510,123,112,527
20140201,인천,9815,190,113,497
20140201,광주,5548,73,92,423
20140201,대전,7304,192,72,249
20140201,울산,3519,55,70,209
20140201,경기,42474,796,609,2148
20140201,강원,3614,74,51,229
20140201,충북,6402,158,76,421
20140201,충남,7854,228,126,520
20140201,전북,6701,148,142,614
20140201,전남,7375,221,132,826
20140201,경북,6483,158,90,585
20140201,경남,9131,210,154,661
20140201,제주,3247,39,61,103
20140201,전국,159001,3223,2420,10126
20140202,서울,20208,456,284,1161
20140202,부산,8240,178,56,231
20140202,대구,5566,84,90,349
20140202,인천,9894,214,95,534
20140202,광주,4325,46,48,244
20140202,대전,6605,138,45,155
20140202,울산,3935,87,35,158
20140202,경기,40906,882,459,2146
20140202,강원,2990,60,33,152
20140202,충북,5885,159,44,223
20140202,충남,6346,194,66,320
20140202,전북,5107,76,53,315
20140202,전남,6438,139,77,471
20140202,경북,6048,135,66,337
20140202,경남,7835,152,78,229
20140202,제주,2965,24,35,76
20140202,전국,143359,3025,1566,7103
20140203,서울,205089,15997,11418,14218
20140203,부산,60978,5844,3990,4440
20140203,대구,43947,4808,3397,3754
20140203,인천,58952,4823,2361,5163
20140203,광주,24886,2616,1495,2600
20140203,대전,30163,2740,1791,2030
20140203,울산,22375,1833,1245,1876
20140203,경기,248069,19069,13212,17987
20140203,강원,25836,2704,1737,2195
20140203,충북,28457,2777,1892,2621
20140203,충남,42612,3754,2632,3533
20140203,전북,34298,2961,2908,3280
20140203,전남,33157,3599,2242,3668
20140203,경북,48587,4774,3769,4176
20140203,경남,56956,6150,4129,5134
20140203,제주,10750,808,898,957
20140203,전국,975512,85284,59136,77646
20140204,서울,110614,9616,7589,7747
20140204,부산,35972,3460,2528,2682
20140204,대구,26568,2853,2241,2235
20140204,인천,33435,2980,1631,2850
20140204,광주,14925,1491,1004,1494
20140204,대전,18739,1605,1145,1223
20140204,울산,13105,1100,783,1072
20140204,경기,138784,11498,8508,9685
20140204,강원,15808,1725,1289,1238
20140204,충북,18093,1567,1193,1491
20140204,충남,25431,2190,1670,2008
20140204,전북,20997,1730,2052,1929
20140204,전남,20626,2249,1381,2199
20140204,경북,29094,2958,2418,2477
20140204,경남,32848,3610,2558,2873
20140204,제주,6926,475,604,527
20140204,전국,562154,51117,38601,43755
20140205,서울,120122,9493,7697,8751
20140205,부산,38345,3264,2611,2694
20140205,대구,27860,2702,2174,2402
20140205,인천,35226,2872,1696,3064
20140205,광주,15373,1368,930,1552
20140205,대전,19792,1674,1198,1218
20140205,울산,13905,1077,796,1132
20140205,경기,147832,11097,8626,10606
20140205,강원,15515,1572,1124,1249
20140205,충북,18687,1549,1198,1507
20140205,충남,25927,2003,1753,1931
20140205,전북,21645,1618,1962,2013
20140205,전남,21197,2147,1487,2205
20140205,경북,30008,2775,2385,2558
20140205,경남,34682,3538,2619,3056
20140205,제주,6926,468,574,519
20140205,전국,593241,49229,38836,46476
20140206,서울,123332,9564,7814,8513
20140206,부산,38752,3173,2477,2765
20140206,대구,29515,2431,2159,2366
20140206,인천,37494,2995,1765,3186
20140206,광주,16200,1461,1029,1713
20140206,대전,20865,1578,1246,1269
20140206,울산,13712,989,731,1144
20140206,경기,156558,11399,8794,11095
20140206,강원,16869,1533,1254,1369
20140206,충북,19786,1601,1217,1695
20140206,충남,28119,2216,1746,2183
20140206,전북,23095,1774,2000,2150
20140206,전남,20447,1961,1367,2203
20140206,경북,31876,2803,2437,2666
20140206,경남,35656,3375,2408,2954
20140206,제주,6792,429,529,520
20140206,전국,619306,49299,38985,47805
20140207,서울,126587,10384,8191,9060
20140207,부산,37908,3209,2331,2789
20140207,대구,29830,2911,2161,2588
20140207,인천,37462,3151,1836,3274
20140207,광주,16021,1600,1099,1667
20140207,대전,21259,1835,1235,1440
20140207,울산,13504,1039,720,1135
20140207,경기,158041,12078,8961,11200
20140207,강원,15690,1473,1064,1239
20140207,충북,20050,1733,1322,1710
20140207,충남,28432,2260,1787,2212
20140207,전북,23788,1926,2152,2118
20140207,전남,22180,2266,1653,2476
20140207,경북,31515,2777,2406,2626
20140207,경남,35565,3632,2645,3316
20140207,제주,7173,539,594,558
20140207,전국,625263,52833,40167,49419
20140208,서울,114527,8593,6330,7988
20140208,부산,36562,2930,1971,2472
20140208,대구,29237,2608,1913,2584
20140208,인천,35114,2726,1383,2854
20140208,광주,15403,1344,844,1672
20140208,대전,21232,1553,1103,1407
20140208,울산,12936,922,645,1043
20140208,경기,147803,10255,7401,10109
20140208,강원,12706,1081,691,874
20140208,충북,18211,1371,1054,1517
20140208,충남,25132,1945,1405,1869
20140208,전북,19999,1519,1512,1797
20140208,전남,18740,1745,1133,2014
20140208,경북,26780,2540,1877,2356
20140208,경남,32855,3227,2141,2855
20140208,제주,5727,394,428,409
20140208,전국,573175,44773,31839,43830
20140209,서울,12486,408,231,759
20140209,부산,5130,139,53,160
20140209,대구,4257,61,51,306
20140209,인천,6266,144,36,377
20140209,광주,3487,45,50,300
20140209,대전,5811,158,43,178
20140209,울산,3124,72,34,165
20140209,경기,30540,805,362,1723
20140209,강원,2036,43,15,113
20140209,충북,5172,95,48,177
20140209,충남,5738,142,51,273
20140209,전북,4238,70,74,269
20140209,전남,5421,110,57,393
20140209,경북,4625,65,37,291
20140209,경남,5771,124,63,171
20140209,제주,2406,25,38,76
20140209,전국,106554,2506,1245,5732
20140210,서울,169835,12291,9844,11796
20140210,부산,49869,3902,2761,3408
20140210,대구,43199,3467,2807,3610
20140210,인천,53642,3816,2224,4424
20140210,광주,22713,1855,1301,2355
20140210,대전,29562,2102,1472,1896
20140210,울산,14079,861,592,1054
20140210,경기,221963,14379,11010,15238
20140210,강원,20079,1644,1123,1586
20140210,충북,27346,2143,1483,2379
20140210,충남,39926,2899,2116,2944
20140210,전북,32722,2353,2467,3011
20140210,전남,30026,2914,1931,3258
20140210,경북,40391,3155,2652,3451
20140210,경남,51661,4592,3177,4415
20140210,제주,8721,579,697,696
20140210,전국,856046,62975,47665,65543
20140211,서울,112013,9374,7845,7891
20140211,부산,36047,2981,2328,2647
20140211,대구,29311,2782,2101,2557
20140211,인천,35766,2891,1731,3114
20140211,광주,16059,1459,953,1722
20140211,대전,20843,1646,1231,1372
20140211,울산,12429,927,594,981
20140211,경기,152793,11066,8675,10358
20140211,강원,15241,1448,1102,1312
20140211,충북,20155,1575,1304,1722
20140211,충남,28078,2124,1812,2142
20140211,전북,22939,1748,2096,2169
20140211,전남,21386,2061,1611,2402
20140211,경북,30199,2626,2149,2663
20140211,경남,36505,3411,2714,3078
20140211,제주,6582,496,667,516
20140211,전국,596561,48630,38926,46663
20140212,서울,111732,8601,7683,8266
20140212,부산,37095,3061,2487,2628
20140212,대구,29417,2441,2192,2549
20140212,인천,36179,2612,1661,3143
20140212,광주,15693,1383,966,1676
20140212,대전,20808,1538,1165,1289
20140212,울산,12826,948,635,1100
20140212,경기,149342,10243,8237,10619
20140212,강원,15551,1499,1105,1368
20140212,충북,19528,1429,1205,1613
20140212,충남,26914,1953,1635,2070
20140212,전북,22420,1509,1944,2141
20140212,전남,21037,2041,1559,2311
20140212,경북,29723,2543,2255,2711
20140212,경남,36335,3334,2570,3061
20140212,제주,6193,474,557,449
20140212,전국,590994,45622,37861,47005
20140213,서울,110051,8347,7059,7797
20140213,부산,36988,2836,2229,2733
20140213,대구,30154,2228,2005,2605
20140213,인천,35718,2536,1546,3057
20140213,광주,16143,1339,990,1726
20140213,대전,21051,1390,1084,1300
20140213,울산,11810,896,675,1047
20140213,경기,152116,9698,7892,10229
20140213,강원,13731,1138,899,1082
20140213,충북,19873,1319,1046,1657
20140213,충남,28564,1800,1561,2047
20140213,전북,22948,1591,1809,2079
20140213,전남,21577,1968,1396,2318
20140213,경북,29500,2394,2020,2666
20140213,경남,36985,3200,2288,3078
20140213,제주,6429,492,619,499
20140213,전국,593872,43189,35130,45938
20140214,서울,116479,9271,7427,8413
20140214,부산,38576,2970,2189,2735
20140214,대구,30929,2521,1973,2623
20140214,인천,37301,2687,1706,3251
20140214,광주,16632,1381,910,1713
20140214,대전,21540,1579,1189,1364
20140214,울산,12432,908,663,1060
20140214,경기,156922,10477,8324,11324
20140214,강원,15130,1411,985,1340
20140214,충북,20313,1493,1051,1732
20140214,충남,29206,2011,1527,2191
20140214,전북,24065,1694,1856,2192
20140214,전남,21997,2139,1512,2344
20140214,경북,30510,2513,2075,2770
20140214,경남,37866,3053,2147,3117
20140214,제주,6898,499,626,551
20140214,전국,617043,46618,36172,48731
20140215,서울,105211,7706,5935,7415
20140215,부산,36361,2515,1858,2423
20140215,대구,29515,2322,1814,2697
20140215,인천,35136,2489,1320,2944
20140215,광주,16116,1240,764,1741
20140215,대전,21061,1399,986,1343
20140215,울산,11941,855,626,920
20140215,경기,148018,9441,6986,10013
