0,2,0,7,1,83,40,32,30,74,115967,60777,710,15,8,46400,1,3,1,5,0,88,42,30,32,55,83508,59506,640,14.4,5,29061,blue
0,2,0,5,0,58,26,22,7,35,42259,44148,559,12.2,4,23681,0,1,0,0,0,63,16,7,22,17,36870,35748,558,11.2,2,13796,blue
0,2,0,3,0,43,22,19,9,30,52628,37722,484,11.6,4,20715,0,0,0,0,0,54,16,9,19,12,45339,29401,402,10.2,2,24150,blue
1,3,1,7,1,96,35,39,17,64,93498,62756,672,15,10,31411,0,1,0,2,0,72,46,17,39,36,75832,51944,673,13.8,4,34082,blue
0,2,0,4,0,51,20,11,2,16,24511,31868,462,10.4,3,12117,0,0,0,1,0,45,19,2,11,2,14154,23972,413,9,1,16432,blue
0,1,0,0,0,36,14,4,17,6,22356,23844,389,8.8,0,7752,0,1,0,4,0,48,11,17,4,28,30214,33797,381,10,6,12682,red
0,2,0,5,0,93,45,18,19,30,91768,55461,758,14.6,5,45967,1,3,1,7,1,102,47,19,18,45,99244,60702,760,15.6,6,56644,red
0,0,0,4,0,127,60,26,42,51,107890,68529,806,16,7,34545,1,5,2,9,2,143,67,41,26,66,100213,76193,782,17.2,10,24666,red
0,0,0,2,0,73,20,12,21,18,40148,40642,604,12.2,3,22666,0,3,0,4,0,64,31,21,12,35,62586,47279,665,13.4,3,24143,red
0,4,1,9,2,71,39,35,25,58,84049,65775,690,15.8,9,26997,1,1,1,3,0,85,29,25,35,39,60275,60427,751,15,6,15773,blue
0,0,0,3,0,70,23,22,47,33,87569,50834,607,13.4,6,51908,1,4,1,5,0,94,28,47,22,82,116385,60673,604,15.4,8,37887,red
0,1,0,0,0,37,18,1,12,3,23320,23282,411,9.2,0,11617,0,1,0,1,0,43,13,12,1,13,30998,29217,427,10,5,12255,red
0,2,0,8,1,59,11,36,22,54,78880,49800,450,12.6,8,16763,0,1,0,1,0,58,20,22,36,36,55151,40584,421,11.2,5,18700,blue
0,1,0,0,0,55,22,11,28,10,43094,36504,550,11.4,1,25415,1,2,1,4,0,60,26,28,11,53,64754,46471,568,12.8,7,20499,red
0,1,0,3,0,47,18,21,9,34,55360,37633,446,11.4,6,23696,0,2,0,0,0,49,17,8,21,9,29441,30278,449,10.4,0,8502,blue
1,2,1,8,2,89,44,23,23,51,101088,61668,752,15.2,6,36198,0,3,1,2,0,111,41,23,23,59,86200,56827,707,15.6,6,38985,blue
0,0,0,0,0,3,0,0,1,0,1326,4241,41,2.2,0,0,0,0,0,0,0,3,0,1,0,1,1570,5329,46,2.6,0,1438,red
0,1,0,3,0,60,12,14,26,19,55453,41875,547,12.2,4,23694,1,2,1,8,1,65,28,26,14,44,67695,51277,616,13.8,6,26798,red
0,3,0,1,0,123,70,5,26,7,46052,51635,864,14.6,1,18583,1,2,2,11,3,136,73,26,5,56,66690,68226,876,16.4,7,26297,red
0,0,0,3,0,67,31,11,36,16,58678,42389,562,12.2,2,39094,1,3,1,9,1,65,22,35,11,54,83288,56787,617,14.4,9,31019,red
1,1,1,7,1,69,31,21,16,45,64963,50886,607,14,4,29133,0,3,0,4,0,72,33,16,21,25,61379,45821,609,12.6,2,13375,blue
0,0,0,0,0,53,20,7,21,9,29304,29816,444,9.8,1,10143,0,2,0,7,1,55,23,21,7,49,42003,39142,444,11,6,25040,red
0,2,0,2,0,90,28,17,36,23,76424,48024,637,13.4,3,33041,1,2,1,9,1,85,34,36,17,65,106685,59370,608,15,7,32671,red
0,0,0,0,0,37,11,2,15,3,23588,22713,333,9.2,0,13239,0,2,0,3,0,45,11,15,2,14,32716,31323,415,10.2,3,15966,red
1,3,1,9,2,157,43,29,15,69,116394,68766,797,16.4,7,57011,0,2,1,4,0,117,87,15,29,33,112249,63635,901,15.8,4,21672,blue
1,1,1,4,0,58,27,17,8,23,52567,43422,516,13,4,23594,0,1,0,1,0,54,16,8,17,6,31689,35316,542,11.4,1,15599,blue
0,2,0,8,1,40,24,23,10,33,47775,42571,481,11.8,5,15183,0,0,0,1,0,51,12,10,23,11,37419,31830,442,10.2,2,8953,blue
0,0,0,1,0,44,22,8,18,11,37524,32004,477,10.4,2,9602,0,3,0,4,0,61,17,18,8,35,39241,39771,458,11.2,4,28212,red
0,0,0,5,0,63,20,13,26,16,41623,42040,598,11.6,3,13604,1,4,1,3,0,64,31,26,13,48,62545,48790,577,13.4,3,28818,red
0,1,0,4,0,97,31,28,40,53,98479,59822,645,14.2,8,30050,1,4,2,7,1,100,37,40,29,88,117873,68170,656,16,10,35604,red
1,3,1,9,2,133,46,30,20,48,105407,67195,810,16,7,52924,0,1,1,1,0,81,51,20,30,50,112952,59231,820,15.8,3,40247,blue
1,2,1,9,2,61,24,35,17,35,77143,54193,586,13.8,9,29311,0,1,0,0,0,57,26,17,35,24,59054,41460,520,12.2,4,26826,blue
0,2,0,6,1,41,20,29,9,34,47509,43119,469,11.4,7,12832,0,1,0,1,0,41,13,9,29,10,32096,32005,447,10.4,0,10209,blue
1,3,1,7,2,70,24,21,14,42,57928,48084,531,13,6,28757,0,1,0,3,0,60,21,14,21,21,55084,42163,542,12.2,4,18558,blue
1,2,1,8,1,77,32,31,19,53,63954,53275,524,13.4,8,35633,0,2,0,1,0,70,27,19,32,30,57847,42816,529,11.8,3,21014,blue
0,0,0,0,0,51,11,8,27,12,39989,33809,477,11,3,13506,1,3,1,9,1,43,27,27,8,42,60370,47382,546,13,7,27396,red
0,1,0,2,0,70,21,9,23,9,57565,44729,672,13,0,16502,1,3,1,7,2,67,29,23,9,25,56860,54748,707,14.6,6,43859,red
0,2,0,2,0,101,49,8,18,13,69814,52038,870,14.6,1,44002,1,3,2,11,3,121,49,18,8,36,79403,63448,846,16.2,3,39654,red
0,0,0,1,0,54,19,17,34,28,44499,36745,410,10.4,4,16709,0,2,0,7,2,51,18,34,17,53,68601,47034,497,12.4,8,22228,red
0,0,0,1,0,41,13,10,22,16,36056,28450,388,9.4,2,11634,0,2,0,1,0,38,16,22,10,43,40958,34141,401,10.6,5,15374,red
0,0,0,2,0,74,20,14,40,15,57889,43435,568,12.6,3,27985,0,3,0,10,1,76,31,40,14,67,83516,57333,573,14.2,6,57059,red
0,2,0,3,0,34,13,18,7,28,31723,34197,466,10.8,5,10417,0,0,0,0,0,41,7,7,18,16,28389,26767,388,9.4,2,14683,blue
1,2,1,3,0,78,21,14,24,24,46049,48218,666,13.4,4,13018,0,2,0,7,1,57,34,24,14,44,56789,53808,678,13.8,6,23974,red
0,0,0,2,0,32,17,7,19,8,21750,27388,335,8.8,1,10723,0,1,0,2,0,44,16,19,7,34,29132,30835,404,10,6,5702,red
0,2,0,2,0,84,36,22,32,51,80667,53325,699,14,5,48371,1,2,1,11,3,99,42,32,22,70,102504,64786,667,15.2,9,36529,red
0,1,0,9,2,55,29,27,21,36,58810,48846,542,12.6,7,18742,0,2,0,1,0,62,32,21,27,36,48805,40324,481,11.8,6,16693,blue
1,3,1,5,0,66,35,30,20,49,69511,54203,595,13.6,8,26436,0,1,0,1,0,71,28,20,30,39,66786,43214,467,12,4,18492,blue
1,4,2,9,2,75,26,38,22,72,97473,62783,600,15.4,9,61823,0,0,0,2,0,67,28,22,38,29,90316,53523,654,14.6,6,31645,blue
1,1,1,8,1,115,37,19,9,48,51747,53237,685,13.8,4,15091,0,3,0,4,0,94,45,9,19,14,47171,45190,688,12.6,3,26715,blue
0,0,0,3,0,103,56,18,32,33,53243,50784,713,13.4,4,15547,0,4,0,7,0,119,52,32,18,55,71551,60452,714,14.2,9,27006,red
0,2,0,2,0,75,30,29,17,43,79467,47664,562,13.4,8,13690,0,2,0,3,0,66,21,16,29,20,42590,44131,544,12.4,4,15847,blue
0,2,0,2,0,44,25,15,2,29,36276,36776,545,11.6,5,35167,0,1,0,1,0,50,16,2,15,2,35089,29144,494,9.8,0,15226,blue
0,3,0,8,1,120,47,25,25,60,96933,67401,804,16.2,7,36348,1,2,2,5,0,111,59,25,25,54,91956,66465,831,15.8,4,33587,blue
1,1,1,4,0,99,34,12,25,23,61909,54695,746,14.6,2,28842,0,4,1,11,3,88,48,25,12,32,75457,60662,769,15,6,37524,red
1,4,1,10,2,144,46,17,22,35,95341,78658,1079,17,4,38635,0,2,1,5,0,126,62,22,17,40,84492,75798,1064,17.2,5,49819,blue
0,0,0,0,0,38,5,6,19,8,22728,24667,354,9,0,7621,0,2,0,3,0,27,11,19,6,19,30345,32492,412,10.4,4,11629,red
0,0,0,1,0,52,12,13,23,25,33574,33096,422,9.6,3,17193,0,2,0,4,0,49,24,23,13,37,45901,37192,417,10.6,6,10587,red
0,2,0,4,0,99,55,20,26,42,82356,58711,805,14.4,2,40480,0,2,0,10,2,123,42,26,20,62,87750,66993,877,15.6,6,62316,red
0,0,0,0,0,33,11,8,19,10,22476,23860,335,9,1,8317,0,1,0,4,0,39,11,18,9,26,33264,34490,416,10.4,4,8311,red
1,1,1,9,2,109,32,20,15,42,55032,52447,643,13.8,5,15904,0,2,0,2,0,81,55,15,20,23,44655,47461,703,13,4,25508,blue
0,0,0,1,0,34,13,3,9,1,22754,27322,438,9.4,0,7820,0,3,0,2,0,41,15,9,3,14,24938,29374,421,10.2,2,23483,red
0,1,0,3,0,76,25,22,34,23,50300,48356,576,12.6,5,15402,1,2,1,7,2,94,39,34,22,67,73105,58292,613,14.6,6,21651,red
0,0,0,3,0,63,26,14,35,20,63855,48034,687,13.4,2,16526,1,4,1,10,2,71,29,35,14,54,64018,57907,705,15,7,30485,red
0,2,0,5,0,75,37,35,36,63,97563,56255,525,13.6,8,31565,1,2,1,7,1,86,34,36,35,71,110000,61838,603,14.4,12,29869,red
0,2,0,9,2,46,14,29,18,45,73819,49046,514,12.8,4,41380,0,1,0,0,0,52,18,18,29,24,67651,39172,500,12.2,5,13687,blue
0,2,0,3,0,35,13,17,4,21,31514,33199,383,9.8,5,11167,0,0,0,0,0,34,11,4,17,3,20932,22279,330,8.4,0,4931,blue
1,3,1,9,1,109,42,31,27,51,128572,72242,805,16.8,6,66909,0,2,0,1,0,78,53,27,31,56,114148,64853,799,16,5,55731,blue
1,0,1,4,0,58,17,22,26,24,62778,45516,520,12.4,4,13458,0,3,0,9,1,60,23,25,22,40,68698,51619,575,13.4,5,27208,red
0,2,0,5,0,73,40,31,37,49,106981,58272,642,14.6,6,57689,1,3,1,7,1,74,41,37,31,63,133865,65511,709,15.8,7,48490,red
1,1,1,6,0,74,40,30,8,54,75639,53919,621,14,6,37564,0,3,0,2,0,86,25,8,30,9,66933,41994,610,12.2,3,21389,blue
0,3,0,1,0,55,39,14,25,19,51316,43180,614,12.8,2,21445,1,1,1,9,1,80,24,25,16,42,67688,51918,564,13.2,7,22612,red
0,6,1,9,2,187,89,56,28,66,198526,95232,990,17.8,14,75646,1,1,1,4,0,160,72,28,56,50,188806,82840,1038,17.8,5,50673,blue
0,3,0,9,2,53,20,37,17,55,76192,53974,553,13.2,7,24008,0,0,0,0,0,64,19,17,37,20,57144,41224,522,12,4,25432,blue
0,0,0,2,0,68,39,20,38,30,74172,56083,734,15,3,16788,1,4,2,11,4,84,34,38,20,71,92782,66281,716,16.6,7,28388,red
0,5,1,11,4,140,63,37,24,63,124239,75167,751,16.8,6,71103,1,1,2,5,0,110,54,24,37,36,112073,77531,994,17.4,7,39865,blue
1,3,3,7,2,96,52,40,32,92,170649,81888,883,17.4,8,78645,0,2,0,6,0,117,39,32,40,54,181943,76118,939,16.8,8,79577,blue
1,2,2,6,1,106,38,26,27,47,117001,66983,783,16.6,8,50567,0,3,0,7,1,118,44,27,26,45,132044,70418,869,17,5,68346,red
0,3,0,2,0,87,38,17,27,20,59743,49535,717,13.2,6,23491,1,1,1,7,1,81,33,27,17,54,87939,58013,699,14.8,6,31919,red
0,1,0,1,0,53,21,4,14,9,33165,34519,570,11,0,12326,0,2,0,3,0,58,25,14,4,34,38069,36665,512,11.6,3,22371,red
1,4,1,9,1,86,36,40,15,67,78596,60378,650,14.8,6,33600,0,0,0,4,0,83,32,15,40,20,55209,46339,647,12.8,2,14318,blue
0,0,0,11,3,50,20,37,11,40,75558,50317,579,13.4,6,14774,0,1,0,0,0,55,17,11,37,12,40023,36134,505,11.8,1,16053,blue
0,2,0,6,1,50,27,25,16,33,66935,47270,541,12.8,6,16291,0,1,0,1,0,60,23,16,25,19,49852,39521,573,11.8,3,15095,blue
1,2,1,7,1,72,27,23,12,30,59952,47134,611,13.4,5,20564,0,0,0,2,0,76,23,11,23,19,46364,36670,534,11.4,4,15157,blue
0,1,0,1,0,80,37,14,22,23,60294,40878,580,11.8,2,10984,1,2,1,10,1,71,31,22,14,38,50802,52015,697,13.6,5,32235,red
1,2,1,10,2,62,38,33,13,60,105144,61838,668,15.2,8,27916,0,2,0,2,0,89,25,13,33,25,57749,48975,717,13.8,1,28614,blue
0,1,0,4,0,49,7,22,11,22,38005,36209,417,10.8,6,10983,0,1,0,0,0,35,15,11,22,11,27402,27593,383,9.4,2,8577,blue
0,1,0,2,0,53,24,14,26,12,32620,34094,452,10.6,1,14356,0,1,0,8,1,50,20,26,14,29,53048,43284,496,11.8,6,13871,red
0,0,0,0,0,76,34,25,35,35,78653,47040,525,13.2,6,26603,1,3,1,10,2,85,29,35,25,46,114313,57277,587,14,8,53526,red
0,1,0,3,0,82,31,14,29,13,60652,43420,577,12.2,3,23971,1,2,1,10,2,82,37,29,14,51,76788,55575,628,14.4,5,37498,red
0,0,0,1,0,65,25,11,30,17,42733,34921,502,11.2,2,12268,0,2,0,7,1,68,31,30,11,59,61583,45469,492,12.2,7,24303,red
0,2,0,7,1,35,20,23,10,37,56336,44441,539,12.2,5,22573,0,0,0,2,0,56,8,10,23,20,35454,33370,456,10.8,2,8561,blue
1,3,1,10,2,57,14,46,10,66,89583,58366,607,14.6,6,32187,0,0,0,2,0,44,9,10,46,7,53157,38423,605,12,0,17939,blue
1,3,1,9,1,55,22,28,11,31,71756,50634,565,13.2,4,17232,0,0,0,1,0,60,12,11,28,17,51635,39890,538,11.8,2,16496,blue
0,1,0,0,0,91,38,11,22,25,45732,42542,618,12.8,3,26241,1,3,1,9,1,98,43,22,11,39,82091,56837,762,14.4,6,23866,red
1,3,1,6,0,80,28,30,5,72,76971,51296,633,13.8,7,23918,0,0,0,1,0,59,28,5,30,11,45612,40198,662,12,1,50123,blue
0,2,0,2,0,104,27,22,35,38,82222,48366,584,13.4,4,28115,1,2,1,9,1,77,34,35,22,74,105556,62887,701,15.4,8,31432,red
0,3,0,8,1,111,48,26,26,47,113667,64801,818,15.8,8,45243,1,3,2,4,0,107,46,26,26,54,99880,64530,739,15.8,7,47526,blue
0,3,0,10,2,67,35,32,13,59,73563,52235,526,13.2,6,31517,0,0,0,0,0,68,22,13,32,15,50347,38523,544,12,2,21083,blue
0,1,0,3,0,38,14,15,6,20,29749,32600,442,9.8,4,6777,0,1,0,1,0,31,9,6,15,6,16240,25330,371,9.2,1,10128,blue
1,3,1,9,2,72,41,26,22,52,73242,57204,697,14.6,7,20426,0,1,0,2,0,87,31,22,26,23,49838,49874,657,13.8,4,14737,blue
0,0,0,0,0,30,10,5,15,3,33486,22149,335,8.6,2,7503,0,2,0,2,0,37,11,15,5,22,32277,29462,378,10,3,21051,red
0,0,0,2,0,79,34,17,34,28,55917,43624,573,13,3,32130,1,4,1,8,2,78,52,34,18,40,91467,60113,713,15,9,30480,red
1,2,1,10,2,55,21,32,7,35,64300,51701,540,13.8,7,31264,0,0,0,0,0,44,17,7,32,12,36376,33493,524,11.2,2,11648,blue
0,3,0,7,2,100,60,30,13,58,68569,52635,588,14.2,7,36599,1,1,1,4,0,100,42,13,30,24,78069,48591,584,13.8,1,24445,blue
1,1,1,8,1,61,25,29,16,36,71658,53092,603,13.8,7,26800,0,1,0,2,0,68,18,16,29,25,59272,41154,506,11.8,3,18849,blue
0,1,0,1,0,40,18,5,15,8,24881,28968,370,10,1,15697,0,1,0,2,0,41,16,15,5,30,41070,35009,483,11.4,4,18031,red
0,3,0,4,0,96,53,32,37,47,129476,62059,716,15.4,10,55895,1,1,1,7,1,106,45,37,32,80,141479,67370,656,16.6,9,74250,red
0,2,0,4,0,38,4,28,9,39,51329,35977,355,10.4,7,10352,0,0,0,1,0,31,12,9,28,7,25910,26878,350,9.4,1,10732,blue
0,0,0,2,0,38,10,9,23,15,34593,29895,373,10,0,14669,0,3,0,7,1,46,14,23,9,47,46022,38634,399,11,7,16849,red
0,2,0,11,3,83,49,41,15,63,80026,62281,724,16,11,42506,0,1,0,1,0,87,31,15,41,21,63971,49977,712,13.8,3,23108,blue
0,2,0,6,0,45,26,25,7,41,55880,45362,556,12.6,5,27588,0,1,0,1,0,55,18,7,25,12,41390,35282,546,11,1,18103,blue
1,2,1,4,0,94,32,32,21,58,78649,58626,650,15.2,7,35723,0,2,0,2,0,79,43,21,32,41,73005,49970,636,13.2,4,15640,blue
1,2,1,5,0,78,26,24,14,38,55621,44649,534,13,7,21645,0,0,0,1,0,60,24,14,24,23,44589,37176,517,11.6,2,13425,blue
1,1,1,4,0,62,22,25,10,43,58379,50469,580,13.6,6,23865,0,2,0,0,0,44,26,10,26,19,45058,34092,498,11.4,0,18672,blue
1,4,1,8,1,123,70,28,25,55,113755,71344,877,16.8,7,37100,0,2,1,3,0,138,50,25,28,33,95413,66944,823,16.4,6,35275,blue
0,2,0,3,0,41,9,16,4,23,27944,32691,387,10,3,13052,0,0,0,0,0,33,16,4,16,8,21750,22493,354,8.4,0,5979,blue
1,0,1,7,1,73,25,32,26,54,93710,57428,623,15.4,8,27757,0,3,0,4,0,76,29,26,32,42,79455,50474,582,13.6,6,21834,blue
0,0,0,2,0,77,41,15,36,33,58653,45988,652,13,3,25156,1,3,1,7,1,87,44,36,15,69,76570,58422,651,14.8,7,17116,red
0,1,0,0,0,19,4,8,26,12,30235,22709,246,8.6,1,12277,0,1,0,7,0,36,6,26,8,32,44309,37136,378,10.2,4,15095,red
1,1,1,6,1,55,20,25,12,35,58764,46205,532,13.4,5,18523,0,1,0,2,0,58,19,12,25,21,44262,39192,559,12.2,1,16826,blue
0,0,0,1,0,74,39,11,24,19,49474,43830,687,12.8,3,14720,0,3,0,5,1,98,33,24,11,40,73377,51010,687,14.2,5,28183,red
0,0,0,2,0,69,19,13,27,17,52816,37268,527,11.8,3,32063,0,3,0,5,0,48,38,27,13,22,68976,47467,570,13.4,4,31800,red
0,2,0,6,0,49,15,31,13,48,62771,43761,423,11.6,6,16053,0,0,0,0,0,42,10,13,31,19,36067,30103,391,9.8,1,19962,blue
0,4,0,6,1,81,36,36,13,74,105157,56048,621,15,7,37651,0,0,0,3,0,76,32,13,36,18,74792,44922,575,13,3,20225,blue
0,2,0,4,0,129,46,28,34,52,106081,66211,877,16.6,9,25460,1,3,2,7,1,93,69,34,28,58,98224,73887,839,17.6,9,37843,red
1,1,1,6,1,53,12,31,10,47,56082,50257,564,13.6,6,14425,0,1,0,2,0,46,13,9,31,14,35876,35842,515,11,2,14767,blue
0,0,0,2,0,61,20,7,15,12,32359,33238,492,11,2,20766,0,3,0,7,1,57,27,15,7,32,48730,40561,565,12.4,4,25592,red
1,1,1,6,1,86,38,32,32,64,95726,61264,631,15.6,7,63778,0,4,0,7,1,73,36,32,32,56,123909,66598,778,16.2,7,35392,red
1,1,1,4,0,46,28,26,17,44,59950,49443,584,13.8,6,17454,0,2,0,2,0,64,21,17,26,26,44341,41408,566,12,4,16288,blue
1,2,1,9,1,77,34,34,18,53,77324,57821,676,14.8,6,23985,0,1,0,1,0,82,32,18,34,23,64428,42960,598,12.6,3,15634,blue
0,1,2,2,0,127,56,35,35,68,121162,70171,764,17.4,10,35411,1,4,1,10,3,159,63,35,35,64,110810,75018,822,17.4,7,60371,red
1,1,1,9,1,89,35,30,28,68,110559,65093,666,15.8,7,33256,0,3,0,3,0,77,44,28,30,65,96257,58091,713,14.4,7,40350,blue
0,3,0,4,0,85,41,18,32,39,82122,53214,625,13.8,3,44977,1,2,1,6,1,100,42,32,18,83,107793,60432,650,15.6,6,23516,red
1,3,1,10,1,119,46,31,15,41,86587,68161,807,16.6,7,39489,0,1,0,2,0,104,46,15,31,30,64296,54991,834,14.8,3,24009,blue
0,0,0,2,0,60,34,18,34,36,64203,46033,580,12.6,3,22003,0,3,0,9,1,80,31,34,18,70,93517,56080,581,14.4,9,41502,red
0,2,0,3,0,42,25,13,2,25,29373,36565,551,11.2,4,21912,0,0,0,1,0,53,16,2,13,1,22625,28875,508,10.6,1,12529,blue
1,2,2,10,1,92,41,27,28,51,114444,69968,847,16.8,8,82001,0,3,0,4,0,115,44,28,27,55,128612,63358,760,15.8,8,40135,blue
0,2,1,7,1,84,37,25,22,59,83326,61905,775,15.8,7,35321,1,3,1,7,1,106,40,21,25,39,79477,57360,704,15.4,5,31831,blue
1,1,1,9,1,92,26,18,14,35,72180,49976,643,14.2,4,27584,0,2,0,3,0,64,40,14,18,15,53451,42690,643,12.8,3,31812,blue
0,0,0,3,0,64,15,16,31,19,61765,43766,537,13,4,20872,1,4,1,9,2,73,35,31,16,51,70017,53925,586,14.6,4,24896,red
0,0,0,4,0,86,31,23,23,30,66855,51942,653,14,4,29456,1,3,1,4,1,72,33,23,23,50,81552,54560,691,14.4,4,20508,red
1,3,1,8,1,87,51,38,16,66,90339,60882,686,15.8,8,60535,0,1,0,2,0,99,26,16,38,31,71576,47353,650,13.6,4,21697,blue
1,3,1,10,2,97,34,36,9,52,94850,59308,741,16,6,27972,0,1,0,2,0,88,38,9,36,8,59893,47324,742,13.4,1,23940,blue
0,2,0,8,1,65,25,37,13,64,83567,50599,492,13.2,5,32906,0,1,0,1,0,40,20,13,37,22,60071,35968,473,11.4,3,21534,blue
1,1,1,7,1,87,46,27,19,32,75223,52863,608,14.2,9,21584,0,2,0,1,0,101,42,18,27,30,53732,44167,571,12.8,3,24992,blue
0,3,0,3,0,92,45,15,22,31,56302,52145,767,14,5,17856,1,1,1,7,1,90,41,22,16,42,88603,58595,788,15.6,5,50189,red
