광역시도명,시군구명,날짜,시간대별,강수,%,mm,℃,m/s,바람,한식,분식,카페-디저트,돈까지-일식,회,치킨,피자,아시안-양식,중식,족발-보쌈,야식,찜탕,도시락,패스트푸드
경기도,동두천시,2020.7.28,21,비,100,3.2,21.1,1.1,약,6,8,0,3,3,9,2,0,1,3,0,0,0,1
경기도,동두천시,2020.7.28,22,비,100,1.4,21.7,0.1,약,2,7,2,2,0,5,1,0,0,3,1,1,0,6
경기도,동두천시,2020.7.28,23,없음,100,0.4,22.3,0.7,약,7,2,0,1,0,10,1,0,0,0,0,0,0,4
경기도,동두천시,2020.7.29,0,없음,97,0,23.2,0.5,약,2,2,0,0,0,1,1,0,0,0,0,0,0,0
경기도,동두천시,2020.7.29,1,없음,87,0,25,0.8,약,1,0,0,0,0,4,0,0,0,0,0,0,0,0
경기도,동두천시,2020.7.29,2,없음,93,0,24.5,0.9,약,0,0,0,0,0,0,1,0,0,0,0,0,0,0
경기도,동두천시,2020.7.29,9,없음,100,0.5,23.1,0.3,약,0,0,0,0,0,0,0,0,0,0,0,0,0,1
경기도,동두천시,2020.7.29,10,없음,100,0,23.2,0.4,약,2,0,1,0,0,1,0,0,0,0,0,0,0,1
경기도,동두천시,2020.7.29,11,비,100,0,23.2,0.4,약,5,6,1,1,0,2,4,0,0,4,0,0,0,8
경기도,동두천시,2020.7.29,12,없음,100,0.5,23.2,0.4,약,13,3,4,5,0,7,4,0,0,3,0,0,0,18
경기도,동두천시,2020.7.29,13,없음,100,0,23.1,0.3,약,4,5,1,1,0,2,6,0,0,1,0,0,0,4
경기도,동두천시,2020.7.29,14,없음,100,0,23.1,0.3,약,4,2,0,1,0,1,4,0,0,2,0,0,0,4
경기도,동두천시,2020.7.29,15,없음,100,0,23,0.2,약,4,0,1,1,0,8,3,0,0,3,1,0,0,2
경기도,동두천시,2020.7.29,16,없음,100,0,23,0.3,약,2,1,0,3,0,5,3,0,0,4,0,0,0,2
경기도,동두천시,2020.7.29,17,없음,100,0,22.7,0.3,약,5,5,0,1,2,10,7,0,0,3,0,1,0,5
경기도,동두천시,2020.7.29,18,없음,100,0,22.7,0.1,약,12,7,0,4,1,18,17,0,1,16,0,1,0,11
경기도,동두천시,2020.7.29,19,없음,100,0,22.7,0.3,약,15,7,1,3,0,17,13,0,0,15,1,0,0,12
경기도,동두천시,2020.7.29,20,없음,100,0.3,22.7,0.4,약,7,5,2,1,0,9,6,0,0,10,0,0,0,10
경기도,동두천시,2020.7.29,21,없음,100,0,23.5,0.4,약,12,5,0,2,0,24,8,0,0,7,0,1,0,6
경기도,동두천시,2020.7.29,22,없음,100,0,24.4,1,약,3,0,1,4,0,9,5,0,1,7,0,1,0,9
경기도,동두천시,2020.7.29,23,없음,94,0,25.8,0.9,약,4,0,2,0,1,10,1,0,0,6,0,0,0,6
경기도,동두천시,2020.7.30,0,없음,92,0,25.9,2.2,약,3,0,0,0,0,9,0,0,0,0,0,0,0,0
경기도,동두천시,2020.7.30,1,없음,85,0,27.5,1.8,약,1,0,0,0,0,5,0,0,0,0,0,0,0,0
경기도,동두천시,2020.7.30,2,없음,84,0,27.2,1.8,약,2,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,동두천시,2020.7.30,9,없음,84,0,25.5,2.8,약,2,0,1,0,0,0,0,0,0,0,0,0,0,2
경기도,동두천시,2020.7.30,10,없음,91,0,24.3,2.1,약,7,1,4,0,0,1,1,0,0,0,0,0,0,4
경기도,동두천시,2020.7.30,11,없음,90,0,23.7,1.5,약,7,8,2,2,0,0,8,0,1,2,0,0,1,9
경기도,동두천시,2020.7.30,12,없음,94,0,22.7,0.3,약,1,7,0,2,0,4,5,0,2,7,0,0,0,4
경기도,동두천시,2020.7.30,13,없음,96,0,21.9,0.7,약,3,2,0,1,0,3,4,0,0,7,0,0,0,8
경기도,동두천시,2020.7.30,14,없음,97,0,21.7,0,약,6,3,0,0,0,3,5,0,1,1,0,0,0,2
경기도,동두천시,2020.7.30,15,없음,98,0,21.3,0.2,약,1,1,1,1,0,3,4,0,0,0,0,0,0,3
경기도,동두천시,2020.7.30,16,없음,98,0,20.8,0,약,1,2,3,1,0,4,5,0,0,1,0,0,0,0
경기도,동두천시,2020.7.30,17,없음,99,0,21,0,약,15,2,1,4,0,7,9,0,0,6,0,0,0,1
경기도,동두천시,2020.7.30,18,없음,99,0,20.2,0.5,약,17,5,0,3,0,13,13,0,0,12,0,0,0,1
경기도,동두천시,2020.7.30,19,없음,100,0,20.2,0.2,약,21,3,2,6,0,14,11,0,2,9,0,0,0,6
경기도,동두천시,2020.7.30,20,없음,100,0,20,0.4,약,26,7,0,6,0,11,9,0,0,6,0,0,0,2
경기도,동두천시,2020.7.30,21,없음,100,0,21.2,0.1,약,6,4,0,1,0,11,4,0,0,5,0,0,0,7
경기도,동두천시,2020.7.30,22,없음,92,0,23.4,1,약,9,1,0,5,0,10,3,0,0,5,0,0,0,5
경기도,동두천시,2020.7.30,23,없음,84,0,25.1,2.8,약,2,1,3,0,0,7,2,0,0,2,0,0,0,1
경기도,동두천시,2020.7.31,0,없음,79,0,27.5,1.6,약,0,2,1,1,0,7,1,0,0,1,0,0,0,0
경기도,동두천시,2020.7.31,1,없음,69,0,28.8,1,약,6,1,0,0,0,4,0,0,0,0,0,0,0,0
경기도,동두천시,2020.7.31,9,없음,90,0,26.4,2.7,약,0,0,2,0,0,0,0,0,0,0,0,0,0,6
경기도,동두천시,2020.7.31,10,없음,93,0,25.6,1.6,약,7,0,0,0,0,1,1,0,0,0,0,0,0,2
경기도,동두천시,2020.7.31,11,없음,95,0,25.2,1,약,8,6,1,4,0,4,2,0,0,4,0,0,1,6
경기도,동두천시,2020.7.31,12,없음,96,0,25,1.5,약,10,6,3,4,0,4,4,0,0,7,0,0,0,4
경기도,동두천시,2020.7.31,13,없음,97,0,24.8,0.5,약,7,2,1,3,0,6,3,0,0,3,0,0,0,6
경기도,동두천시,2020.7.31,14,비,99,5.1,23.7,1.2,약,6,1,1,1,0,0,5,0,0,1,0,0,0,1
경기도,동두천시,2020.7.31,15,비,99,0.3,23.2,0.6,약,7,2,0,0,0,1,1,0,0,3,0,0,0,4
경기도,동두천시,2020.7.31,16,없음,99,0.2,23.2,0.6,약,4,4,2,2,0,1,4,0,0,4,0,0,0,3
경기도,동두천시,2020.7.31,17,없음,100,0,23.3,0,약,3,6,0,1,0,6,11,0,0,9,0,0,0,4
경기도,동두천시,2020.7.31,18,비,100,1.8,23.2,0.9,약,17,5,0,2,0,17,11,0,0,8,0,0,0,11
경기도,동두천시,2020.7.31,19,비,100,10.2,23.2,0.8,약,19,5,0,3,1,7,15,0,0,12,0,0,0,2
경기도,동두천시,2020.7.31,20,비,100,3.7,23.1,1.1,약,10,5,2,6,0,8,2,0,0,9,1,0,0,12
경기도,동두천시,2020.7.31,21,비,100,1.7,23.1,0.9,약,5,3,0,0,0,11,5,0,0,6,0,0,0,5
경기도,동두천시,2020.7.31,22,비,100,3.9,23.2,0.1,약,3,0,1,1,0,11,3,0,0,4,0,1,0,8
경기도,동두천시,2020.7.31,23,비,100,7,23.2,0.8,약,8,4,1,0,2,13,5,0,0,7,1,0,0,1
경기도,부천시,2020.7.1,0,없음,76,0,21.1,1.1,약,5,2,0,4,3,9,1,0,0,3,2,0,0,2
경기도,부천시,2020.7.1,1,없음,76,0,21.3,1,약,3,1,0,2,0,9,0,0,0,0,0,0,0,2
경기도,부천시,2020.7.1,2,없음,73,0,22.1,0.8,약,0,0,0,0,1,0,0,0,0,1,0,0,0,0
경기도,부천시,2020.7.1,5,없음,68,0,24.6,1.4,약,1,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.1,9,없음,83,0,22.2,1.2,약,2,2,0,0,0,1,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.1,10,없음,88,0,21.4,1.2,약,9,2,6,2,0,0,0,1,0,2,0,4,2,0
경기도,부천시,2020.7.1,11,없음,86,0,21.2,1,약,48,25,12,14,0,9,2,5,1,6,0,10,8,7
경기도,부천시,2020.7.1,12,없음,90,0,20.3,0.3,약,40,21,14,8,0,16,5,5,10,5,0,8,5,5
경기도,부천시,2020.7.1,13,없음,97,0,19.2,0.3,약,38,13,17,5,0,6,4,5,7,5,0,8,5,2
경기도,부천시,2020.7.1,14,없음,98,0,18.7,0,약,17,13,9,7,0,5,4,3,2,4,0,8,1,8
경기도,부천시,2020.7.1,15,없음,98,0,18.9,0,약,21,12,17,4,0,9,4,2,3,3,2,3,2,2
경기도,부천시,2020.7.1,16,없음,98,0,19,0,약,18,7,21,3,0,16,5,2,2,8,1,6,0,2
경기도,부천시,2020.7.1,17,없음,99,0,19.2,0,약,33,21,7,9,1,27,3,2,3,13,4,21,4,7
경기도,부천시,2020.7.1,18,없음,97,0,19.7,0.4,약,71,26,10,16,6,62,8,7,7,24,7,30,2,5
경기도,부천시,2020.7.1,19,없음,95,0,19.8,0.1,약,69,26,15,13,6,71,8,6,8,32,6,25,5,5
경기도,부천시,2020.7.1,20,없음,90,0,20.6,0.9,약,45,18,11,10,8,72,10,6,6,18,19,12,2,2
경기도,부천시,2020.7.1,21,없음,86,0,21.1,0.9,약,23,14,7,4,7,50,6,3,2,17,7,10,1,4
경기도,부천시,2020.7.1,22,없음,82,0,22,1.4,약,16,11,11,3,3,36,6,0,1,12,5,9,0,2
경기도,부천시,2020.7.1,23,없음,77,0,22.7,1.7,약,6,3,3,0,4,28,1,1,1,9,4,4,0,0
경기도,부천시,2020.7.2,0,없음,74,0,24,0.9,약,0,9,1,1,2,14,2,1,0,8,0,0,0,0
경기도,부천시,2020.7.2,1,없음,69,0,25.2,1.1,약,1,6,0,0,1,7,1,1,0,2,1,0,0,0
경기도,부천시,2020.7.2,9,없음,73,0,25.2,0.4,약,4,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.2,10,없음,81,0,23.4,0.7,약,7,0,4,1,0,1,0,1,0,2,0,2,1,0
경기도,부천시,2020.7.2,11,없음,87,0,22,0.6,약,56,32,8,12,1,8,1,9,3,10,0,10,10,4
경기도,부천시,2020.7.2,12,없음,89,0,21.3,0,약,56,29,14,19,0,5,8,6,9,9,3,7,4,7
경기도,부천시,2020.7.2,13,없음,93,0,20.2,0.2,약,45,19,11,6,0,10,4,4,6,9,0,5,3,3
경기도,부천시,2020.7.2,14,없음,91,0,20.8,0.2,약,26,13,11,5,0,8,5,4,5,5,0,4,2,1
경기도,부천시,2020.7.2,15,없음,91,0,20.7,0.1,약,19,13,13,6,1,8,5,3,3,6,0,4,3,1
경기도,부천시,2020.7.2,16,없음,94,0,20.1,0.1,약,19,15,12,2,0,9,8,4,0,7,2,5,3,4
경기도,부천시,2020.7.2,17,없음,97,0,19.4,0.3,약,35,25,19,8,2,37,7,3,4,25,5,14,1,5
경기도,부천시,2020.7.2,18,없음,98,0,19.8,0,약,74,36,14,16,5,67,8,8,10,35,9,35,5,6
경기도,부천시,2020.7.2,19,없음,98,0,19.6,0,약,54,33,16,17,0,76,14,7,11,28,12,27,2,15
경기도,부천시,2020.7.2,20,없음,98,0,20.4,0,약,40,38,15,18,6,61,11,4,11,14,11,24,1,3
경기도,부천시,2020.7.2,21,없음,76,0,24.7,0.7,약,27,15,14,6,2,44,8,2,3,10,7,10,0,2
경기도,부천시,2020.7.2,22,없음,69,0,25.1,1.2,약,13,11,6,2,3,38,8,1,0,14,8,9,0,0
경기도,부천시,2020.7.2,23,없음,60,0,26.6,1.7,약,10,6,5,3,5,18,4,1,0,1,9,2,0,0
경기도,부천시,2020.7.3,0,없음,54,0,28.3,1.5,약,3,4,0,2,1,14,0,2,0,2,1,0,0,0
경기도,부천시,2020.7.3,1,없음,50,0,29.7,2.5,약,0,3,0,0,0,2,0,3,0,3,2,0,0,0
경기도,부천시,2020.7.3,2,없음,46,0,29.9,2,약,0,2,0,0,1,0,0,0,0,0,1,0,0,0
경기도,부천시,2020.7.3,9,없음,52,0,24.9,2,약,6,0,0,1,0,2,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.3,10,없음,58,0,23.9,1,약,11,1,5,1,0,7,0,0,1,3,0,2,2,0
경기도,부천시,2020.7.3,11,없음,72,0,22.6,1.5,약,61,30,21,16,0,14,0,7,5,9,0,7,6,4
경기도,부천시,2020.7.3,12,없음,85,0,21.1,1.1,약,59,29,18,25,1,13,3,7,9,14,1,8,3,5
경기도,부천시,2020.7.3,13,비,94,0.5,20.4,0,약,40,14,12,16,0,6,6,8,5,6,1,12,3,3
경기도,부천시,2020.7.3,14,비,98,0.5,19.7,0,약,38,14,13,7,0,9,3,2,5,6,1,4,1,3
경기도,부천시,2020.7.3,15,없음,99,0.5,19.7,0.1,약,16,13,16,2,0,15,3,2,8,12,1,5,5,4
경기도,부천시,2020.7.3,16,없음,99,0.5,19.2,0,약,19,13,10,5,1,26,2,2,5,4,3,9,6,2
경기도,부천시,2020.7.3,17,없음,99,0,19.1,0,약,17,27,11,14,3,45,4,4,6,19,3,13,2,4
경기도,부천시,2020.7.3,18,없음,100,0,19.1,0.3,약,62,38,12,14,6,73,8,5,6,37,3,39,4,4
경기도,부천시,2020.7.3,19,없음,100,0,19.2,0.2,약,82,33,22,28,12,92,10,7,12,44,16,39,5,4
경기도,부천시,2020.7.3,20,없음,100,0,19.5,0.1,약,52,47,13,14,12,92,9,10,10,28,14,29,0,1
경기도,부천시,2020.7.3,21,없음,100,0,20.1,0.7,약,22,28,17,9,14,90,8,5,2,28,8,18,0,5
경기도,부천시,2020.7.3,22,없음,91,0,22.3,0.5,약,17,24,9,3,11,64,9,3,5,18,14,21,0,0
경기도,부천시,2020.7.3,23,없음,72,0,24.3,1.1,약,5,11,5,4,3,46,4,1,3,8,9,1,0,0
경기도,부천시,2020.7.4,0,없음,62,0,24.7,0.8,약,3,5,0,3,2,19,3,0,0,2,4,0,0,0
경기도,부천시,2020.7.4,1,없음,49,0,26.2,1.4,약,1,4,0,1,1,10,2,0,0,3,2,0,0,2
경기도,부천시,2020.7.4,2,없음,64,0,26.8,1.6,약,0,0,0,0,0,0,0,0,0,0,1,0,0,0
경기도,부천시,2020.7.4,7,없음,59,0,25.6,1.2,약,1,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.4,9,없음,66,0,23.3,1.1,약,7,0,1,2,0,6,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.4,10,없음,62,0,22.7,0.4,약,8,1,9,4,0,3,1,1,0,7,0,3,4,3
경기도,부천시,2020.7.4,11,없음,76,0,20.7,0,약,48,32,30,13,0,7,6,5,3,7,1,14,0,13
경기도,부천시,2020.7.4,12,없음,81,0,20.2,0.4,약,49,34,17,5,0,16,12,12,11,11,1,11,7,6
경기도,부천시,2020.7.4,13,없음,81,0,20.3,0.7,약,46,29,21,9,0,19,5,13,6,5,1,14,4,5
경기도,부천시,2020.7.4,14,없음,90,0,19.4,0.4,약,35,19,21,14,0,9,6,18,7,7,0,5,3,1
경기도,부천시,2020.7.4,15,없음,93,0,18.9,0.9,약,29,12,11,5,1,11,2,13,3,10,0,7,4,2
경기도,부천시,2020.7.4,16,없음,95,0,18.8,0.5,약,25,24,25,4,1,32,9,6,4,17,0,14,2,4
경기도,부천시,2020.7.4,17,없음,98,0,18.4,0.7,약,43,22,19,9,2,47,8,11,7,26,1,28,2,2
경기도,부천시,2020.7.4,18,없음,99,0,18.1,0.1,약,59,40,19,16,7,88,13,13,10,28,2,33,4,3
경기도,부천시,2020.7.4,19,없음,99,0,18.5,0.7,약,67,22,15,8,6,88,22,20,7,32,10,25,2,1
경기도,부천시,2020.7.4,20,없음,95,0,19.3,1,약,39,32,24,8,4,85,15,8,7,20,7,20,0,9
경기도,부천시,2020.7.4,21,없음,87,0,20,0,약,25,17,22,6,6,71,8,9,8,10,8,13,2,4
경기도,부천시,2020.7.4,22,없음,79,0,20.9,0.7,약,19,10,9,4,2,46,5,2,1,11,3,10,0,1
경기도,부천시,2020.7.4,23,없음,76,0,22.7,1.9,약,7,2,5,0,2,43,4,0,3,12,6,1,0,0
경기도,부천시,2020.7.5,0,없음,70,0,23.7,1.4,약,0,2,0,0,0,22,2,0,0,4,2,0,0,0
경기도,부천시,2020.7.5,1,없음,62,0,24.6,1.3,약,1,2,0,0,1,20,1,0,0,1,0,0,0,0
경기도,부천시,2020.7.5,3,없음,51,0,27,2,약,1,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.5,9,없음,61,0,24.7,0.7,약,1,2,0,0,0,0,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.5,10,없음,78,0,21.8,0,약,2,1,13,0,0,3,0,0,0,3,0,2,0,1
경기도,부천시,2020.7.5,11,없음,82,0,20.5,0,약,30,30,25,7,0,7,6,12,7,6,0,14,2,4
경기도,부천시,2020.7.5,12,없음,85,0,20.4,0,약,56,35,23,8,2,11,10,13,8,12,0,23,1,4
경기도,부천시,2020.7.5,13,없음,86,0,20.2,0,약,48,23,21,8,3,13,11,21,5,4,2,10,2,7
경기도,부천시,2020.7.5,14,없음,89,0,19.7,0.2,약,41,26,29,8,0,16,14,17,6,9,0,11,2,2
경기도,부천시,2020.7.5,15,없음,88,0,20.2,0,약,32,16,34,6,1,26,12,7,9,8,1,13,2,2
경기도,부천시,2020.7.5,16,없음,85,0,20.9,0.2,약,30,15,27,0,1,31,7,16,11,14,4,18,3,0
경기도,부천시,2020.7.5,17,없음,84,0,20.6,0.5,약,39,36,26,8,1,63,7,13,11,32,4,40,4,3
경기도,부천시,2020.7.5,18,없음,89,0,19.6,0.1,약,65,26,32,14,3,83,16,27,13,38,5,40,2,7
경기도,부천시,2020.7.5,19,없음,90,0,19.9,0.2,약,50,34,33,6,3,103,7,18,10,28,0,32,0,0
경기도,부천시,2020.7.5,20,없음,90,0,20.3,0.2,약,31,21,15,7,3,82,9,17,3,22,1,15,1,4
경기도,부천시,2020.7.5,21,없음,77,0,22.7,0,약,19,10,14,3,6,59,8,9,2,10,2,9,0,1
경기도,부천시,2020.7.5,22,없음,72,0,23.9,1.2,약,17,4,8,3,3,35,4,4,1,11,1,9,0,6
경기도,부천시,2020.7.5,23,없음,69,0,24.9,1.2,약,10,0,5,2,3,18,6,4,1,6,0,2,0,1
경기도,부천시,2020.7.6,0,없음,62,0,26.3,1.5,약,3,1,0,1,1,15,1,0,0,3,0,0,0,1
경기도,부천시,2020.7.6,1,없음,61,0,28.2,1.6,약,0,1,0,0,0,8,0,0,0,0,1,0,0,2
경기도,부천시,2020.7.6,5,없음,55,0,30,1.8,약,1,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.6,9,없음,68,0,25.1,0.6,약,1,0,0,2,0,0,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.6,10,없음,72,0,24,0.2,약,1,0,10,3,0,2,0,0,0,0,0,1,2,0
경기도,부천시,2020.7.6,11,없음,77,0,23.1,0.3,약,39,26,14,6,0,3,1,7,4,4,0,3,3,6
경기도,부천시,2020.7.6,12,없음,82,0,22.2,0,약,58,23,16,8,0,23,4,8,1,2,0,9,6,4
경기도,부천시,2020.7.6,13,없음,85,0,21.6,0,약,30,19,13,6,0,11,3,8,2,3,0,4,3,4
경기도,부천시,2020.7.6,14,없음,84,0,22.2,0.3,약,20,14,17,6,0,12,2,6,3,5,1,1,3,2
경기도,부천시,2020.7.6,15,없음,83,0,22.4,0,약,11,10,18,3,0,8,2,7,4,3,0,3,3,3
경기도,부천시,2020.7.6,16,없음,86,0,22,0.3,약,18,9,21,0,1,14,3,5,2,9,1,4,3,3
경기도,부천시,2020.7.6,17,없음,84,0,22,0.5,약,33,17,11,7,1,32,1,9,5,9,3,11,9,3
경기도,부천시,2020.7.6,18,없음,82,0,22.1,0.7,약,55,31,15,9,1,57,8,17,7,22,4,25,3,4
경기도,부천시,2020.7.6,19,없음,87,0,21.5,0.2,약,58,27,17,11,2,76,10,18,3,28,7,11,5,2
경기도,부천시,2020.7.6,20,없음,86,0,21.9,0.4,약,30,25,15,3,2,55,4,12,3,12,7,12,2,1
경기도,부천시,2020.7.6,21,없음,85,0,22,0.2,약,8,6,13,5,3,44,7,7,3,11,1,3,1,2
경기도,부천시,2020.7.6,22,없음,83,0,22.9,0.5,약,15,11,12,0,6,31,5,1,1,8,3,6,1,2
경기도,부천시,2020.7.6,23,없음,76,0,23.9,0.2,약,6,2,2,2,1,31,6,1,0,2,4,3,0,0
경기도,부천시,2020.7.7,0,없음,73,0,24,0.5,약,1,2,0,2,0,20,1,0,1,1,0,0,0,2
경기도,부천시,2020.7.7,1,없음,74,0,24.1,1.2,약,2,2,0,0,0,8,0,0,0,1,0,0,0,1
경기도,부천시,2020.7.7,2,없음,82,0,23.2,0.8,약,1,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.7,9,없음,74,0,24.3,0.8,약,0,1,0,0,0,0,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.7,10,없음,82,0,23,0.8,약,3,2,5,1,0,0,1,1,0,1,0,0,0,0
경기도,부천시,2020.7.7,11,없음,83,0,22.6,0.4,약,37,26,18,11,0,10,5,11,7,2,0,3,9,5
경기도,부천시,2020.7.7,12,없음,90,0,21.1,0.2,약,37,20,15,16,0,13,7,10,8,6,0,3,8,2
경기도,부천시,2020.7.7,13,없음,93,0,20.3,0,약,34,25,16,7,0,12,2,12,8,2,0,6,6,7
경기도,부천시,2020.7.7,14,없음,95,0,19.9,0.6,약,28,17,17,6,0,3,5,6,5,4,0,7,0,4
경기도,부천시,2020.7.7,15,없음,94,0,20,0.1,약,11,14,19,3,0,14,6,5,3,1,0,3,0,0
경기도,부천시,2020.7.7,16,없음,95,0,19.6,0.1,약,14,23,18,1,1,10,7,10,3,2,0,6,2,2
경기도,부천시,2020.7.7,17,없음,96,0,19.5,0.3,약,21,19,23,9,2,30,10,5,12,9,6,15,1,3
경기도,부천시,2020.7.7,18,없음,97,0,19.3,0.4,약,46,22,12,14,2,81,12,11,14,17,7,21,7,3
경기도,부천시,2020.7.7,19,없음,98,0,19.3,0.4,약,52,41,15,10,10,90,15,17,10,17,7,22,2,5
경기도,부천시,2020.7.7,20,없음,96,0,20,0.7,약,33,16,14,7,2,82,10,5,4,13,6,14,4,2
경기도,부천시,2020.7.7,21,없음,87,0,22.5,0.5,약,13,17,13,2,2,63,7,7,4,6,3,5,0,2
경기도,부천시,2020.7.7,22,없음,77,0,23.9,0.3,약,6,14,5,2,3,55,9,1,2,8,4,8,0,4
경기도,부천시,2020.7.7,23,없음,76,0,24.8,1.5,약,4,4,2,0,1,34,1,1,4,5,1,3,0,0
경기도,부천시,2020.7.8,0,없음,73,0,25.9,1,약,2,1,0,0,0,22,3,0,2,0,1,0,0,0
경기도,부천시,2020.7.8,1,없음,70,0,27,1.5,약,0,1,0,0,0,8,2,0,0,0,1,0,0,0
경기도,부천시,2020.7.8,9,없음,74,0,24.8,0.6,약,0,1,0,0,0,1,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.8,10,없음,83,0,23.1,1.2,약,5,1,13,4,0,3,2,0,0,0,0,3,0,1
경기도,부천시,2020.7.8,11,없음,89,0,21.7,0.8,약,42,16,17,14,0,5,3,14,3,10,0,7,3,5
경기도,부천시,2020.7.8,12,없음,93,0,20.9,0.5,약,52,18,8,14,0,11,4,12,6,8,0,6,2,2
경기도,부천시,2020.7.8,13,없음,95,0,20.1,0.2,약,21,16,15,8,1,5,3,6,8,5,0,4,1,4
경기도,부천시,2020.7.8,14,없음,96,0,20.1,0.7,약,10,15,15,6,0,10,1,9,3,5,0,7,3,2
경기도,부천시,2020.7.8,15,없음,97,0,19.8,0.6,약,16,7,15,6,0,10,1,8,2,0,0,3,2,2
경기도,부천시,2020.7.8,16,없음,98,0,19.9,0.5,약,15,9,13,1,0,15,2,8,4,8,2,5,4,2
경기도,부천시,2020.7.8,17,없음,97,0,20.1,0.3,약,37,13,14,12,1,31,7,11,3,15,3,14,3,1
경기도,부천시,2020.7.8,18,없음,98,0,19.6,0.1,약,61,19,9,11,2,71,7,23,10,21,3,23,2,0
경기도,부천시,2020.7.8,19,없음,99,0,19.4,0.8,약,46,24,15,12,6,87,15,19,5,36,8,35,5,0
경기도,부천시,2020.7.8,20,없음,99,0,20.1,0.4,약,29,19,8,4,3,66,15,11,11,21,7,15,4,0
경기도,부천시,2020.7.8,21,없음,91,0,22,0.6,약,11,4,6,8,5,44,16,7,2,18,3,7,0,1
경기도,부천시,2020.7.8,22,없음,83,0,23.6,0.5,약,11,3,3,1,4,35,4,2,4,6,4,4,0,2
경기도,부천시,2020.7.8,23,없음,70,0,26.1,1.6,약,5,0,5,2,4,25,5,1,0,4,1,1,0,0
경기도,부천시,2020.7.9,0,없음,65,0,28.3,1.2,약,0,0,0,1,0,16,1,0,0,4,1,0,0,0
경기도,부천시,2020.7.9,1,없음,61,0,28.8,0.8,약,0,1,0,0,0,10,2,0,0,3,0,0,0,0
경기도,부천시,2020.7.9,7,없음,58,0,30.2,1.1,약,0,0,0,0,0,1,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.9,8,없음,61,0,29.5,0.7,약,0,0,0,0,0,1,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.9,9,없음,61,0,29.1,0.9,약,0,0,0,0,0,2,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.9,10,없음,60,0,28.4,1.2,약,5,2,4,6,0,7,3,1,2,2,0,0,3,3
경기도,부천시,2020.7.9,11,없음,71,0,25.4,0.3,약,36,27,19,12,0,7,5,7,1,8,0,5,5,5
경기도,부천시,2020.7.9,12,없음,73,0,24.6,0,약,54,23,18,6,0,8,6,12,7,7,0,4,2,4
경기도,부천시,2020.7.9,13,없음,78,0,24.2,0.3,약,24,13,16,10,0,9,4,9,2,4,0,11,3,5
경기도,부천시,2020.7.9,14,없음,81,0,23.7,0.6,약,16,4,19,2,0,13,2,6,6,3,0,4,0,5
경기도,부천시,2020.7.9,15,없음,82,0,23.8,0.7,약,16,12,21,2,0,14,5,6,4,5,0,2,0,3
경기도,부천시,2020.7.9,16,없음,66,0,26.5,1.6,약,12,16,6,4,1,26,5,10,4,6,0,6,1,4
경기도,부천시,2020.7.9,17,없음,65,0,26.4,2.1,약,26,16,12,11,1,46,11,12,4,13,0,20,2,7
경기도,부천시,2020.7.9,18,없음,69,0,25.5,0.7,약,48,32,13,9,1,72,13,22,8,34,6,22,2,4
경기도,부천시,2020.7.9,19,없음,68,0,25.7,2.4,약,47,35,15,15,2,92,18,15,11,19,6,18,2,4
경기도,부천시,2020.7.9,20,없음,69,0,25.4,1.9,약,41,35,11,10,1,66,9,12,7,13,1,16,3,2
경기도,부천시,2020.7.9,21,없음,68,0,25.5,1.1,약,18,13,7,2,7,51,10,7,6,13,6,8,0,2
경기도,부천시,2020.7.9,22,없음,71,0,24.8,2,약,9,8,5,0,1,30,5,2,0,10,2,5,0,1
경기도,부천시,2020.7.9,23,없음,73,0.5,24.4,2.6,약,7,3,3,1,2,26,8,3,1,4,2,1,0,0
경기도,부천시,2020.7.10,0,비,80,1,24.1,1.5,약,0,2,0,2,0,15,0,0,0,2,1,0,0,0
경기도,부천시,2020.7.10,1,없음,87,0,22.8,2.7,약,1,2,0,1,0,6,0,0,0,0,1,0,0,0
경기도,부천시,2020.7.10,9,없음,71,0,25.1,3.4,약,0,0,0,1,0,0,0,0,0,0,0,0,0,0
경기도,부천시,2020.7.10,10,없음,73,0,24,2.7,약,4,0,9,3,0,0,0,0,0,1,0,1,1,1
경기도,부천시,2020.7.10,11,없음,73,0,23.6,2.5,약,45,27,16,9,0,11,4,6,9,2,0,13,4,6
