3,3,7,2,40,32,92,81888,8,2,0,6,0,32,40,54,76118,8,blue
2,2,6,1,26,27,47,66983,8,3,0,7,1,27,26,45,70418,5,red
3,0,2,0,17,27,20,49535,6,1,1,7,1,27,17,54,58013,6,red
1,0,1,0,4,14,9,34519,0,2,0,3,0,14,4,34,36665,3,red
4,1,9,1,40,15,67,60378,6,0,0,4,0,15,40,20,46339,2,blue
0,0,11,3,37,11,40,50317,6,1,0,0,0,11,37,12,36134,1,blue
2,0,6,1,25,16,33,47270,6,1,0,1,0,16,25,19,39521,3,blue
2,1,7,1,23,12,30,47134,5,0,0,2,0,11,23,19,36670,4,blue
1,0,1,0,14,22,23,40878,2,2,1,10,1,22,14,38,52015,5,red
2,1,10,2,33,13,60,61838,8,2,0,2,0,13,33,25,48975,1,blue
1,0,4,0,22,11,22,36209,6,1,0,0,0,11,22,11,27593,2,blue
1,0,2,0,14,26,12,34094,1,1,0,8,1,26,14,29,43284,6,red
0,0,0,0,25,35,35,47040,6,3,1,10,2,35,25,46,57277,8,red
1,0,3,0,14,29,13,43420,3,2,1,10,2,29,14,51,55575,5,red
0,0,1,0,11,30,17,34921,2,2,0,7,1,30,11,59,45469,7,red
2,0,7,1,23,10,37,44441,5,0,0,2,0,10,23,20,33370,2,blue
3,1,10,2,46,10,66,58366,6,0,0,2,0,10,46,7,38423,0,blue
3,1,9,1,28,11,31,50634,4,0,0,1,0,11,28,17,39890,2,blue
1,0,0,0,11,22,25,42542,3,3,1,9,1,22,11,39,56837,6,red
3,1,6,0,30,5,72,51296,7,0,0,1,0,5,30,11,40198,1,blue
2,0,2,0,22,35,38,48366,4,2,1,9,1,35,22,74,62887,8,red
3,0,8,1,26,26,47,64801,8,3,2,4,0,26,26,54,64530,7,blue
3,0,10,2,32,13,59,52235,6,0,0,0,0,13,32,15,38523,2,blue
1,0,3,0,15,6,20,32600,4,1,0,1,0,6,15,6,25330,1,blue
3,1,9,2,26,22,52,57204,7,1,0,2,0,22,26,23,49874,4,blue
0,0,0,0,5,15,3,22149,2,2,0,2,0,15,5,22,29462,3,red
0,0,2,0,17,34,28,43624,3,4,1,8,2,34,18,40,60113,9,red
2,1,10,2,32,7,35,51701,7,0,0,0,0,7,32,12,33493,2,blue
3,0,7,2,30,13,58,52635,7,1,1,4,0,13,30,24,48591,1,blue
1,1,8,1,29,16,36,53092,7,1,0,2,0,16,29,25,41154,3,blue
1,0,1,0,5,15,8,28968,1,1,0,2,0,15,5,30,35009,4,red
3,0,4,0,32,37,47,62059,10,1,1,7,1,37,32,80,67370,9,red
2,0,4,0,28,9,39,35977,7,0,0,1,0,9,28,7,26878,1,blue
0,0,2,0,9,23,15,29895,0,3,0,7,1,23,9,47,38634,7,red
2,0,11,3,41,15,63,62281,11,1,0,1,0,15,41,21,49977,3,blue
2,0,6,0,25,7,41,45362,5,1,0,1,0,7,25,12,35282,1,blue
2,1,4,0,32,21,58,58626,7,2,0,2,0,21,32,41,49970,4,blue
2,1,5,0,24,14,38,44649,7,0,0,1,0,14,24,23,37176,2,blue
1,1,4,0,25,10,43,50469,6,2,0,0,0,10,26,19,34092,0,blue
4,1,8,1,28,25,55,71344,7,2,1,3,0,25,28,33,66944,6,blue
2,0,3,0,16,4,23,32691,3,0,0,0,0,4,16,8,22493,0,blue
0,1,7,1,32,26,54,57428,8,3,0,4,0,26,32,42,50474,6,blue
0,0,2,0,15,36,33,45988,3,3,1,7,1,36,15,69,58422,7,red
1,0,0,0,8,26,12,22709,1,1,0,7,0,26,8,32,37136,4,red
1,1,6,1,25,12,35,46205,5,1,0,2,0,12,25,21,39192,1,blue
0,0,1,0,11,24,19,43830,3,3,0,5,1,24,11,40,51010,5,red
0,0,2,0,13,27,17,37268,3,3,0,5,0,27,13,22,47467,4,red
2,0,6,0,31,13,48,43761,6,0,0,0,0,13,31,19,30103,1,blue
4,0,6,1,36,13,74,56048,7,0,0,3,0,13,36,18,44922,3,blue
2,0,4,0,28,34,52,66211,9,3,2,7,1,34,28,58,73887,9,red
1,1,6,1,31,10,47,50257,6,1,0,2,0,9,31,14,35842,2,blue
0,0,2,0,7,15,12,33238,2,3,0,7,1,15,7,32,40561,4,red
1,1,6,1,32,32,64,61264,7,4,0,7,1,32,32,56,66598,7,red
1,1,4,0,26,17,44,49443,6,2,0,2,0,17,26,26,41408,4,blue
2,1,9,1,34,18,53,57821,6,1,0,1,0,18,34,23,42960,3,blue
1,2,2,0,35,35,68,70171,10,4,1,10,3,35,35,64,75018,7,red
1,1,9,1,30,28,68,65093,7,3,0,3,0,28,30,65,58091,7,blue
3,0,4,0,18,32,39,53214,3,2,1,6,1,32,18,83,60432,6,red
3,1,10,1,31,15,41,68161,7,1,0,2,0,15,31,30,54991,3,blue
0,0,2,0,18,34,36,46033,3,3,0,9,1,34,18,70,56080,9,red
2,0,3,0,13,2,25,36565,4,0,0,1,0,2,13,1,28875,1,blue
2,2,10,1,27,28,51,69968,8,3,0,4,0,28,27,55,63358,8,blue
2,1,7,1,25,22,59,61905,7,3,1,7,1,21,25,39,57360,5,blue
1,1,9,1,18,14,35,49976,4,2,0,3,0,14,18,15,42690,3,blue
0,0,3,0,16,31,19,43766,4,4,1,9,2,31,16,51,53925,4,red
0,0,4,0,23,23,30,51942,4,3,1,4,1,23,23,50,54560,4,red
3,1,8,1,38,16,66,60882,8,1,0,2,0,16,38,31,47353,4,blue
3,1,10,2,36,9,52,59308,6,1,0,2,0,9,36,8,47324,1,blue
2,0,8,1,37,13,64,50599,5,1,0,1,0,13,37,22,35968,3,blue
1,1,7,1,27,19,32,52863,9,2,0,1,0,18,27,30,44167,3,blue
3,0,3,0,15,22,31,52145,5,1,1,7,1,22,16,42,58595,5,red
0,0,0,0,3,16,4,22107,0,2,0,3,0,16,3,25,31529,4,red
1,0,0,0,10,23,18,38684,2,2,0,5,1,23,10,41,48090,6,red
1,0,2,0,9,16,16,33534,3,2,0,3,0,16,9,31,38023,4,red
1,1,4,0,20,34,41,66538,5,4,1,8,1,34,20,90,75139,9,red
0,0,4,0,15,25,30,44873,2,3,1,10,2,25,15,50,52369,6,red
3,1,11,3,34,29,35,74394,6,3,0,2,0,29,34,66,71878,8,blue
1,0,5,0,26,11,51,41784,6,1,0,0,0,11,26,22,30140,4,blue
2,0,3,0,22,49,42,56118,7,2,1,7,1,49,22,94,69552,14,red
1,0,3,0,10,26,9,36540,2,1,1,3,0,26,10,42,42880,7,red
0,0,2,0,14,31,20,44552,3,4,1,8,2,31,14,57,56935,5,red
2,1,4,0,23,14,43,47785,6,1,0,1,0,14,23,18,39469,2,blue
2,1,7,1,35,36,62,62379,9,1,0,5,0,36,35,51,61641,8,blue
0,0,0,0,11,28,19,30394,2,3,0,6,1,28,11,46,44730,6,red
0,0,0,0,13,27,17,27382,1,1,0,3,0,27,13,23,36072,6,red
1,0,3,0,16,25,33,45386,5,2,1,9,2,25,16,58,54256,6,red
2,1,9,2,37,17,61,54369,8,2,0,0,0,17,37,24,40991,2,blue
4,0,9,1,39,13,73,61918,8,0,0,2,0,13,39,28,46806,2,blue
2,1,11,3,33,27,61,64774,8,2,0,3,0,27,33,29,56146,5,blue
0,1,5,0,28,38,37,62630,8,5,1,8,1,38,28,62,68316,9,red
2,0,3,0,18,5,15,31481,5,0,0,0,0,5,18,7,24154,0,blue
0,0,0,0,7,15,9,26266,2,2,0,5,0,15,7,10,33716,3,red
3,0,6,1,24,17,31,46320,4,0,0,3,0,17,24,23,41685,7,blue
1,0,5,0,27,12,60,44601,5,2,0,3,0,12,27,16,37857,2,blue
1,0,5,0,25,9,31,37243,7,1,0,1,0,9,25,13,29068,2,blue
3,0,9,1,39,14,90,64898,10,2,2,4,0,14,39,20,57592,2,blue
0,0,0,0,15,17,31,41628,2,4,1,6,0,17,15,23,48724,4,red
0,0,1,0,20,40,29,49005,5,3,1,9,2,40,20,76,59948,10,red
0,0,3,0,35,37,53,60897,11,4,2,7,1,37,35,57,68499,8,red
2,1,7,1,18,15,25,61459,5,3,0,3,0,15,18,25,54218,5,blue
0,0,1,0,9,21,19,33254,1,3,0,2,0,21,9,49,40095,3,red
5,3,11,5,38,50,86,86651,7,2,1,4,0,50,38,94,88184,13,blue
2,1,8,1,26,23,49,58255,5,1,0,3,0,23,26,33,50466,6,blue
1,0,3,0,24,12,33,41123,5,1,0,2,0,11,24,20,35773,4,blue
4,1,10,2,33,25,63,66643,7,1,0,6,1,25,33,55,64127,6,blue
0,0,2,0,12,26,16,39987,3,3,0,5,0,26,12,46,46370,7,red
0,0,3,0,8,31,8,38910,0,2,1,5,0,31,8,51,47642,7,red
2,0,6,1,21,7,31,42013,6,0,0,2,0,7,21,11,34423,1,blue
2,0,7,1,22,7,42,49963,5,1,0,2,0,7,22,14,43043,0,blue
1,3,9,2,29,31,48,88150,6,5,0,7,1,31,29,60,87833,8,red
1,1,7,1,38,14,37,55776,12,2,0,0,0,14,38,21,36535,2,blue
2,1,6,1,36,16,50,54995,5,0,0,0,0,16,36,23,40081,5,blue
4,1,6,1,35,20,62,61087,8,1,0,4,0,20,35,37,52969,4,blue
1,0,3,0,27,33,55,53617,6,2,1,8,1,33,27,44,61543,7,red
1,0,1,0,29,45,38,56364,7,2,1,11,3,45,29,72,65528,8,red
1,0,2,0,14,22,22,40093,4,1,0,2,0,22,14,39,43835,5,red
4,1,6,0,48,33,59,69246,11,0,0,0,0,33,48,52,57126,6,blue
3,0,10,2,38,18,50,50262,10,0,0,1,0,18,38,21,37139,3,blue
0,0,0,0,6,24,7,24586,2,2,0,2,0,24,6,23,34170,4,red
0,0,1,0,15,32,19,38577,2,3,1,3,0,32,15,32,48071,10,red
0,0,7,0,16,32,8,49333,4,4,1,7,1,32,16,48,55650,6,red
3,1,5,0,24,14,45,49541,5,0,0,5,0,14,24,14,44648,4,blue
1,1,8,2,23,36,44,63645,7,4,1,9,2,36,24,75,72421,6,red
3,0,3,0,30,18,60,46331,8,0,0,2,0,18,30,35,39288,4,blue
1,0,6,0,20,5,31,38726,3,1,0,0,0,5,20,8,24981,0,blue
1,0,1,0,18,27,21,38079,5,1,1,10,2,27,18,36,51490,6,red
1,1,9,1,30,15,58,54926,8,2,0,2,0,15,30,33,41911,5,blue
1,1,11,5,54,40,84,84905,14,4,1,5,0,40,54,60,81877,6,blue
2,1,5,0,29,12,37,49679,6,1,0,3,0,12,29,21,38657,2,blue
2,0,10,1,34,18,45,49116,8,1,0,1,0,18,34,36,38225,5,blue
0,0,4,0,24,12,41,35717,5,1,0,0,0,12,24,13,25762,3,blue
3,0,7,1,28,12,45,48888,5,0,0,3,0,12,28,16,41204,3,blue
1,0,3,0,16,33,31,43877,3,2,1,5,1,32,16,46,52440,9,red
1,1,8,1,35,17,53,53119,8,2,0,3,0,17,35,26,45651,7,blue
0,0,0,0,6,16,11,26524,0,2,0,7,0,16,6,22,36830,4,red
1,0,3,0,13,31,31,43234,3,3,1,8,2,31,13,48,53050,7,red
4,1,9,2,36,24,50,57259,9,0,0,7,1,24,36,30,49868,6,blue
3,1,4,0,25,30,48,70357,8,3,1,9,1,30,25,53,77350,5,red
3,0,5,0,36,39,45,64769,11,2,1,8,1,39,36,79,69648,10,red
0,0,0,0,14,40,15,33649,0,3,0,6,0,40,14,54,48481,8,red
3,0,3,0,17,29,33,48941,3,1,1,11,3,29,17,51,58147,5,red
1,0,1,0,10,28,16,36346,1,3,0,9,1,28,10,44,50731,6,red
0,0,3,0,8,22,8,37194,1,2,0,8,1,22,8,31,44980,5,red
2,0,1,0,22,28,30,40274,6,1,1,6,0,28,22,30,52634,7,red
3,1,6,0,20,13,31,53015,7,1,0,1,0,13,20,25,43844,3,blue
3,0,5,1,24,16,46,50274,7,1,1,3,0,16,24,30,46243,2,blue
2,1,9,2,39,21,61,55810,10,1,0,0,0,21,39,35,39886,4,blue
2,0,4,0,21,4,26,34347,4,0,0,0,0,4,21,5,21232,0,blue
1,0,0,0,1,10,1,15412,0,0,0,7,1,10,1,16,27942,4,red
0,0,4,0,9,23,14,38947,2,3,1,9,1,23,9,46,48410,5,red
0,0,3,0,7,24,11,41812,1,3,1,8,1,24,7,59,50933,5,red
2,2,9,2,34,24,55,68509,10,2,0,4,0,24,34,28,57015,6,blue
0,0,0,0,5,21,5,22181,1,1,0,4,0,21,5,23,35138,4,red
1,0,0,0,9,16,11,28693,3,1,0,4,0,16,9,25,35722,1,red
3,1,10,2,23,10,45,55736,6,1,0,4,0,10,23,11,47215,2,blue
0,0,0,0,5,28,6,23397,0,2,0,3,0,28,5,39,35226,4,red
1,0,3,0,22,38,27,48407,5,2,1,5,1,38,22,60,55102,10,red
2,1,9,1,23,17,35,56166,7,1,0,0,0,16,23,28,42463,4,blue
4,0,9,2,35,36,70,65768,8,1,2,4,0,36,35,74,70811,9,blue
2,0,4,0,22,3,26,35077,5,0,0,0,0,3,22,3,23392,1,blue
2,0,10,2,41,22,48,56304,12,0,0,2,0,21,41,42,44895,3,blue
2,0,3,0,21,27,42,49144,7,1,1,9,1,27,21,26,58430,6,red
2,0,3,0,11,27,24,51202,2,2,1,9,2,27,11,55,60698,5,red
2,0,9,2,26,13,46,49068,6,1,0,1,0,13,26,19,39112,3,blue
3,0,10,2,32,13,51,56656,8,0,0,0,0,13,32,21,42343,1,blue
2,0,3,0,19,24,36,39453,3,1,0,4,0,24,19,47,42099,6,red
3,0,9,2,23,10,33,53016,5,1,1,1,0,10,23,21,46168,2,blue
0,0,2,0,14,29,29,40461,3,2,0,5,0,29,14,39,46539,6,red
0,0,7,1,14,3,20,39573,4,2,0,1,0,3,14,4,28628,0,blue
1,1,9,1,28,18,55,71808,6,2,0,1,0,18,28,34,53808,3,blue
0,0,0,0,3,19,5,22626,0,2,0,1,0,19,3,21,30665,5,red
0,0,4,2,46,29,131,60924,18,0,0,1,0,29,46,70,55715,8,blue
3,0,6,1,40,36,62,64868,12,1,1,8,1,36,40,46,67706,7,red
0,0,3,0,32,21,30,44398,7,2,0,2,0,21,32,21,39126,6,blue
1,0,2,0,24,8,38,31910,4,0,0,0,0,8,24,8,23952,1,blue
0,0,1,0,17,19,35,36786,4,2,0,6,1,19,17,21,42123,3,red
0,0,4,1,44,32,106,55077,13,0,0,1,0,32,45,64,50012,9,blue
0,0,4,2,78,45,197,75814,21,0,0,2,0,45,78,97,69673,13,blue
1,0,1,0,13,20,17,35684,3,1,0,5,0,20,13,28,41091,6,red
1,0,1,0,19,25,38,48612,3,3,1,11,2,25,19,51,58669,6,red
2,1,6,1,18,15,21,49998,5,1,0,2,0,15,18,26,42912,2,blue
1,0,4,0,15,6,27,35533,5,1,0,0,0,6,15,5,28539,1,blue
1,0,5,1,36,42,33,57925,7,2,1,4,0,42,36,46,63353,12,red
3,1,8,1,36,15,71,58464,8,1,0,2,0,13,36,21,43684,3,blue
1,0,3,0,19,5,28,35302,4,0,0,0,0,5,19,5,27022,1,blue
1,0,0,0,21,32,31,45132,4,2,1,9,2,32,21,63,58309,10,red
0,0,3,0,15,25,24,41739,4,2,0,5,0,25,15,43,46110,7,red
1,0,4,0,23,32,46,50402,4,2,1,8,1,32,23,52,62171,8,red
3,0,3,0,21,30,25,52463,5,1,1,10,2,30,22,64,58169,6,red
1,0,2,0,11,22,21,35659,5,1,0,5,0,22,11,31,44289,5,red
1,0,3,0,24,16,34,41614,3,1,0,0,0,16,24,33,32969,6,blue
2,1,11,3,34,12,60,55377,5,1,0,1,0,12,34,22,39444,2,blue
1,1,9,2,14,18,26,59184,3,3,0,4,0,18,14,30,54715,5,blue
1,1,9,1,33,26,65,63250,9,1,0,3,0,26,33,34,54624,5,blue
1,0,2,0,19,27,30,39707,4,2,1,4,0,27,20,31,46345,9,red
0,0,2,0,21,31,40,54749,5,4,1,10,2,31,21,63,64267,7,red
3,0,3,0,15,31,24,46912,3,0,1,9,2,31,15,58,60240,6,red
2,0,1,0,9,23,18,41333,2,1,0,7,2,22,9,33,48188,5,red
2,0,7,1,26,24,40,52970,7,1,1,2,0,24,27,50,52915,5,blue
0,1,2,0,23,40,37,55173,4,4,1,10,2,40,23,60,64293,9,red
0,0,2,0,10,18,16,41552,1,3,1,5,0,18,11,34,48214,5,red
2,1,9,1,27,19,48,50543,7,1,0,1,0,19,27,26,42560,4,blue
2,1,6,0,20,23,30,65072,7,3,1,5,0,23,20,60,68160,5,red
1,0,4,0,10,4,20,33751,3,0,0,0,0,4,11,9,28076,2,blue
2,0,2,0,29,36,47,52543,7,2,1,6,0,36,29,59,62333,7,red
1,0,6,1,20,35,35,59305,4,3,1,8,1,35,20,65,64701,7,red
2,2,10,3,33,25,51,68946,7,3,0,4,0,25,33,53,57047,5,blue
2,0,4,0,28,16,45,48665,5,0,0,3,0,16,28,17,37152,3,blue
3,0,6,1,18,11,40,44305,5,0,0,0,0,11,18,29,35104,4,blue
0,0,7,1,25,10,27,42538,7,2,0,0,0,10,25,20,29138,3,blue
3,0,4,0,27,11,46,45066,7,0,0,2,0,11,27,21,35867,2,blue
2,0,10,2,26,25,40,65279,6,2,2,6,0,25,26,45,65651,7,blue
3,0,4,0,23,42,38,56639,3,1,1,7,1,42,23,99,63444,10,red
0,0,0,0,9,37,13,37584,1,3,0,9,1,37,9,52,51524,6,red
1,0,2,0,14,30,19,45239,2,2,1,8,1,30,14,51,53548,8,red
1,0,2,0,8,17,9,31094,1,2,0,5,0,17,8,22,38599,4,red
4,1,5,0,24,17,28,60319,7,1,0,4,0,17,24,33,53514,3,blue
2,1,8,2,31,28,57,64657,10,2,1,6,2,28,31,38,65181,6,blue
0,0,4,0,23,29,42,60469,5,4,2,10,2,29,23,49,67443,5,red
1,0,2,0,18,30,41,51685,3,3,1,10,2,30,18,60,61615,5,red
2,0,4,0,28,12,31,40289,6,0,0,1,0,12,28,15,32306,2,blue
0,0,0,0,10,20,13,31777,4,3,0,5,1,20,10,34,40906,4,red
2,0,0,0,5,23,7,35669,0,2,0,4,0,23,5,39,48384,6,red
0,0,2,0,15,37,27,52312,4,5,1,9,2,37,15,71,66881,9,red
1,0,4,0,16,25,22,49588,1,3,1,9,2,25,16,42,55160,7,red
0,0,4,0,13,32,9,47566,2,4,1,5,1,32,13,68,58312,5,red
3,0,3,0,21,29,26,58763,6,3,0,6,1,29,22,53,63013,6,red
4,0,5,1,28,25,47,52805,6,0,0,4,0,25,28,36,49060,5,blue
1,0,2,0,26,36,39,49103,6,3,0,5,0,36,26,47,56583,6,red
3,0,3,0,20,15,20,37886,5,0,0,2,0,15,20,16,34839,4,blue
1,0,2,0,11,23,15,36276,2,2,0,10,2,23,11,39,45444,3,red
5,0,3,0,41,38,61,73653,8,1,1,10,2,38,41,52,78200,9,red
