KT,SS,Home,39,33,6,6,7,8,0,0,0,2,0,5,1,8,0,17,0.25,12,3,0.333333333,0.212121212,Win
HT,SK,Away,37,32,2,3,5,2,0,0,0,1,0,5,0,12,0,12,0.285714286,7,2,0.27027027,0.15625,Loss
SK,HT,Home,31,28,0,0,4,0,0,0,0,1,0,3,0,10,1,8,0,2,0,0.225806452,0.142857143,Win
LT,LG,Away,41,38,2,2,8,2,2,1,2,0,0,3,0,9,1,16,0.111111111,9,1,0.268292683,0.210526316,Win
LG,LT,Home,43,33,3,3,9,2,0,0,0,0,1,8,0,8,1,17,0.3,10,3,0.404761905,0.272727273,Loss
NE,NC,Away,34,31,3,3,6,2,0,0,0,0,1,1,1,6,4,18,0,6,0,0.235294118,0.193548387,Win
NC,NE,Home,45,41,9,10,18,6,0,3,2,0,1,1,1,6,0,22,0.285714286,14,4,0.454545455,0.43902439,Loss
OB,HH,Away,44,33,5,6,8,6,0,2,2,0,1,10,0,6,1,23,0.083333333,12,1,0.409090909,0.242424242,Loss
HH,OB,Home,36,33,2,3,7,0,0,0,0,0,1,2,0,9,0,8,0.4,5,2,0.25,0.212121212,Win
SS,KT,Away,37,32,5,5,9,2,2,1,2,0,0,4,0,4,1,6,0.5,6,3,0.361111111,0.28125,Loss
KT,SS,Home,39,38,1,1,10,4,0,0,2,0,0,1,0,15,0,27,0.125,16,2,0.282051282,0.263157895,Win
OB,HH,Away,35,32,2,2,5,0,0,0,0,0,0,2,1,10,1,15,0.25,8,2,0.228571429,0.15625,Win
HH,OB,Home,40,28,4,4,7,2,0,0,0,0,0,11,0,11,1,27,0.076923077,13,1,0.461538462,0.25,Loss
HH,NC,Away,39,32,6,6,8,6,0,1,0,2,1,2,4,8,1,15,0.2,10,2,0.358974359,0.25,Win
NC,HH,Home,43,33,11,11,11,0,0,1,8,0,0,7,1,5,1,19,0.4,15,6,0.463414634,0.333333333,Loss
HT,KT,Away,41,35,5,5,12,4,0,2,0,1,0,6,0,8,1,18,0.272727273,11,3,0.43902439,0.342857143,Loss
KT,HT,Home,35,30,0,0,5,2,2,0,0,1,0,4,1,9,1,18,0,9,0,0.285714286,0.166666667,Win
OB,LT,Away,32,32,0,0,6,0,0,0,0,0,0,0,0,7,1,9,0,1,0,0.1875,0.1875,Win
LT,OB,Home,34,29,5,5,8,4,4,1,0,1,1,3,0,8,0,13,0.333333333,6,2,0.333333333,0.275862069,Loss
SK,NE,Away,36,32,3,3,6,4,0,2,0,0,0,4,0,13,1,11,0,4,0,0.277777778,0.1875,Win
NE,SK,Home,46,39,14,14,16,10,0,3,2,0,0,6,1,8,1,21,0.411764706,17,7,0.5,0.41025641,Loss
SS,LG,Away,40,37,6,7,9,4,0,2,0,0,0,2,0,3,1,9,0.285714286,7,2,0.282051282,0.243243243,Loss
LG,SS,Home,43,35,3,3,7,8,0,0,0,0,1,3,3,8,1,18,0,8,0,0.30952381,0.2,Win
HT,KT,Away,46,42,9,10,14,2,0,2,8,2,0,4,0,10,1,23,0.333333333,15,5,0.391304348,0.333333333,Loss
KT,HT,Home,38,35,2,2,9,6,0,0,6,0,0,3,0,3,1,20,0.181818182,11,2,0.315789474,0.257142857,Win
SK,NE,Away,46,38,10,10,11,4,0,1,2,0,0,7,0,9,0,17,0.538461538,13,7,0.4,0.289473684,Loss
NE,SK,Home,36,33,3,4,7,8,0,0,4,0,0,3,0,9,1,13,0.272727273,11,3,0.277777778,0.212121212,Win
SS,LG,Away,33,26,2,2,1,0,0,1,2,2,0,6,1,11,1,12,0,2,0,0.242424242,0.038461538,Win
LG,SS,Home,33,30,3,3,9,2,0,0,2,1,0,2,0,5,1,9,0.428571429,7,3,0.34375,0.3,Loss
HH,NC,Away,33,33,2,2,8,2,0,0,0,0,0,0,0,6,2,11,0.285714286,7,2,0.242424242,0.242424242,Win
NC,HH,Home,38,33,9,9,11,2,0,3,4,0,0,2,2,6,0,11,0.5,6,3,0.405405405,0.333333333,Loss
HT,KT,Away,42,31,4,4,8,4,0,0,0,0,0,9,0,5,2,24,0.230769231,13,3,0.425,0.258064516,Loss
KT,HT,Home,32,30,1,1,6,4,0,0,0,0,0,2,0,5,3,14,0,8,0,0.25,0.2,Win
OB,LT,Away,36,35,4,4,8,0,0,1,4,1,0,1,0,7,0,12,0.142857143,7,1,0.25,0.228571429,Win
LT,OB,Home,48,37,14,16,14,6,0,4,0,0,0,11,0,10,3,21,0.4,15,6,0.520833333,0.378378378,Loss
SK,NE,Away,49,39,11,13,13,6,0,2,10,0,0,8,1,9,1,29,0.260869565,23,6,0.458333333,0.333333333,Loss
NE,SK,Home,43,37,7,7,13,8,0,3,0,0,2,3,1,9,0,19,0.363636364,11,4,0.395348837,0.351351351,Win
SS,LG,Away,36,28,5,5,4,0,0,0,4,1,1,7,0,8,1,8,0.5,4,2,0.305555556,0.142857143,Win
LG,SS,Home,39,34,5,6,12,4,0,0,2,2,2,2,1,7,1,9,0.428571429,7,3,0.384615385,0.352941176,Loss
KT,SK,Away,41,34,2,2,10,4,0,1,4,0,0,4,0,12,0,20,0.214285714,14,3,0.368421053,0.294117647,Win
SK,KT,Home,38,29,3,3,9,2,0,0,0,2,0,7,0,5,0,17,0.125,8,1,0.444444444,0.310344828,Loss
LG,HH,Away,49,40,2,3,10,0,0,1,2,0,0,8,0,15,1,24,0.222222222,9,2,0.375,0.25,Win
HH,LG,Home,51,39,4,4,14,2,0,0,2,1,0,8,1,6,1,30,0.3125,16,5,0.479166667,0.358974359,Loss
LT,SS,Away,32,29,1,1,4,2,0,1,0,1,0,3,0,10,1,9,0,2,0,0.21875,0.137931034,Win
SS,LT,Home,37,31,3,3,8,2,0,1,4,0,1,5,0,9,0,18,0.222222222,9,2,0.351351351,0.258064516,Loss
NC,HT,Away,41,35,5,5,8,6,2,1,6,0,0,4,2,8,0,21,0.125,16,2,0.341463415,0.228571429,Loss
HT,NC,Home,35,31,3,3,6,2,0,1,0,1,1,1,1,9,0,10,0.333333333,6,2,0.235294118,0.193548387,Win
NE,OB,Away,54,52,16,17,27,10,2,4,0,0,0,2,0,10,1,20,0.473684211,19,9,0.537037037,0.519230769,Loss
OB,NE,Home,35,34,3,4,10,6,0,0,2,1,0,1,0,9,2,14,0.25,8,2,0.314285714,0.294117647,Win
KT,SK,Away,34,32,1,1,5,2,0,0,2,0,0,2,0,11,0,11,0.285714286,7,2,0.205882353,0.15625,Win
SK,KT,Home,34,28,2,2,8,2,0,1,0,1,1,5,0,3,3,21,0,10,0,0.382352941,0.285714286,Loss
LG,HH,Away,36,32,2,3,8,4,0,1,2,1,0,2,0,10,0,11,0,8,0,0.294117647,0.25,Loss
HH,LG,Home,36,29,2,2,7,2,2,0,2,1,0,4,0,7,1,17,0.1,10,1,0.333333333,0.24137931,Win
LT,SS,Away,37,31,2,2,8,0,0,0,4,0,2,2,1,13,1,21,0.111111111,9,1,0.305555556,0.258064516,Win
SS,LT,Home,31,28,4,4,5,0,0,1,2,0,1,2,0,8,0,4,0.333333333,3,1,0.225806452,0.178571429,Loss
NC,HT,Away,51,38,13,13,14,6,0,3,0,1,0,7,4,5,0,21,0.4,15,6,0.510204082,0.368421053,Loss
HT,NC,Home,41,32,4,5,5,0,0,1,2,0,0,6,3,7,0,17,0.25,8,2,0.341463415,0.15625,Win
NE,OB,Away,40,32,4,4,8,6,0,0,2,2,0,6,1,9,0,20,0.230769231,13,3,0.384615385,0.25,Win
OB,NE,Home,38,33,9,9,11,6,0,1,4,0,0,4,0,7,0,15,0.416666667,12,5,0.405405405,0.333333333,Loss
KT,SK,Away,35,34,2,2,7,2,0,1,0,0,0,0,1,8,0,14,0.142857143,7,1,0.228571429,0.205882353,Win
SK,KT,Home,47,39,13,13,16,6,0,3,0,0,0,8,0,10,1,25,0.352941176,17,6,0.510638298,0.41025641,Loss
LG,HH,Away,39,27,3,4,5,0,0,0,2,0,0,8,1,5,3,17,0.125,8,1,0.388888889,0.185185185,Win
HH,LG,Home,37,32,4,5,7,6,0,1,0,0,0,3,1,9,0,16,0.1,10,1,0.305555556,0.21875,Loss
LT,SS,Away,38,34,4,4,9,4,0,1,2,0,0,1,2,4,1,11,0.285714286,7,2,0.324324324,0.264705882,Win
SS,LT,Home,42,33,5,5,11,0,0,3,4,0,0,6,1,5,0,21,0.2,10,2,0.45,0.333333333,Loss
NC,HT,Away,42,38,4,4,13,6,2,1,8,0,1,3,0,11,0,27,0.125,16,2,0.380952381,0.342105263,Loss
HT,NC,Home,36,34,2,2,7,0,0,2,2,0,0,2,0,5,1,8,0,2,0,0.25,0.205882353,Win
NE,OB,Away,30,27,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,1,0,0.1,0,Win
OB,NE,Home,31,28,1,1,5,0,0,0,6,0,0,3,0,6,1,14,0.1,10,1,0.258064516,0.178571429,Loss
HH,LT,Away,50,45,8,9,14,6,0,1,0,0,1,3,0,12,2,23,0.375,16,6,0.346938776,0.311111111,Win
LT,HH,Home,50,42,10,10,10,6,0,2,4,0,0,6,2,20,0,20,0.307692308,13,4,0.36,0.238095238,Loss
HT,SS,Away,47,40,3,3,10,6,0,1,0,0,0,5,1,13,1,16,0.222222222,9,2,0.347826087,0.25,Win
SS,HT,Home,52,42,4,4,12,4,2,3,2,2,0,8,1,10,0,27,0.125,16,2,0.411764706,0.285714286,Loss
KT,NE,Away,33,32,0,0,5,0,0,0,0,0,0,0,1,16,0,11,0,4,0,0.181818182,0.15625,Win
NE,KT,Home,34,27,6,6,6,2,0,1,0,1,0,5,0,8,0,10,0.333333333,6,2,0.34375,0.222222222,Loss
OB,LG,Away,35,30,1,2,5,2,0,0,4,0,0,5,0,5,2,16,0,9,0,0.285714286,0.166666667,Win
LG,OB,Home,37,30,5,5,9,4,0,1,0,1,0,6,0,9,0,13,0.166666667,6,1,0.416666667,0.3,Loss
SK,NC,Away,38,29,3,3,6,0,0,0,0,0,1,5,2,5,1,13,0.285714286,7,2,0.351351351,0.206896552,Loss
NC,SK,Home,31,28,2,2,2,2,0,0,0,0,0,2,1,9,1,8,0.25,4,1,0.161290323,0.071428571,Win
HH,LT,Away,38,34,4,4,8,2,0,2,4,0,0,3,0,6,1,13,0.333333333,6,2,0.297297297,0.235294118,Loss
LT,HH,Home,35,29,0,1,3,2,0,0,2,1,0,6,0,8,1,12,0,3,0,0.257142857,0.103448276,Win
HT,SS,Away,33,32,2,2,6,2,0,0,0,0,0,1,0,11,1,11,0.25,4,1,0.212121212,0.1875,Win
SS,HT,Home,37,32,5,5,10,4,0,2,4,0,0,5,0,7,1,19,0.181818182,11,2,0.405405405,0.3125,Loss
KT,NE,Away,44,37,6,6,10,2,2,0,2,0,0,5,1,6,0,23,0.285714286,14,4,0.372093023,0.27027027,Loss
NE,KT,Home,38,35,4,4,9,0,0,0,0,0,0,3,0,12,0,13,0.375,8,3,0.315789474,0.257142857,Win
OB,LG,Away,46,40,9,9,12,4,2,1,4,0,1,4,1,4,0,15,0.5,10,5,0.369565217,0.3,Loss
LG,OB,Home,38,33,6,6,10,2,0,2,2,0,0,2,2,5,2,17,0.3,10,3,0.378378378,0.303030303,Win
SK,NC,Away,34,32,2,2,6,4,0,0,0,0,0,2,0,7,1,17,0.222222222,9,2,0.235294118,0.1875,Win
NC,SK,Home,36,27,2,4,5,0,0,0,2,0,1,6,1,3,0,12,0.375,8,3,0.342857143,0.185185185,Loss
HT,SS,Away,40,36,9,9,10,2,0,4,2,0,1,2,0,4,0,7,0.333333333,6,2,0.307692308,0.277777778,Loss
SS,HT,Home,38,36,7,7,9,4,2,2,0,0,0,2,0,8,0,9,0.444444444,9,4,0.289473684,0.25,Win
KT,NE,Away,38,31,5,5,6,2,0,1,2,0,0,4,1,9,0,13,0.142857143,7,1,0.305555556,0.193548387,Loss
NE,KT,Home,37,30,3,3,7,0,0,1,0,0,0,6,1,5,4,18,0.142857143,7,1,0.378378378,0.233333333,Win
OB,LG,Away,37,31,2,2,9,6,0,0,0,2,0,5,0,4,2,15,0.222222222,9,2,0.388888889,0.290322581,Win
LG,OB,Home,32,27,3,3,6,2,0,1,0,0,0,4,0,5,2,15,0,5,0,0.322580645,0.222222222,Loss
SK,NC,Away,44,38,9,11,11,10,0,2,0,0,1,3,2,6,0,10,0.4,10,4,0.363636364,0.289473684,Loss
NC,SK,Home,39,36,7,8,9,4,0,2,0,0,0,3,0,10,0,10,0.5,6,3,0.307692308,0.25,Win
NC,LT,Away,41,36,4,4,9,6,0,0,4,0,0,4,1,13,1,15,0.3,10,3,0.341463415,0.25,Win
LT,NC,Home,35,28,5,5,7,0,0,2,4,1,0,6,1,8,1,12,0.5,10,5,0.4,0.25,Loss
OB,KT,Away,53,44,18,18,22,14,0,5,0,1,1,6,1,6,2,21,0.411764706,17,7,0.557692308,0.5,Loss
KT,OB,Home,38,28,0,2,4,2,0,0,4,0,0,8,1,4,2,20,0.1,10,1,0.351351351,0.142857143,Win
SS,HH,Away,40,36,3,3,11,2,0,1,0,0,0,3,0,5,1,18,0.1,10,1,0.358974359,0.305555556,Win
HH,SS,Home,36,33,5,5,12,4,4,2,0,2,0,1,1,7,0,10,0.166666667,6,1,0.4,0.363636364,Loss
HT,LG,Away,44,40,8,9,16,8,0,0,0,1,0,2,1,6,0,21,0.333333333,21,7,0.441860465,0.4,Loss
LG,HT,Home,37,32,4,4,8,4,2,0,0,1,0,5,0,5,3,19,0.166666667,12,2,0.351351351,0.25,Win
NC,LT,Away,34,30,0,0,3,2,0,0,6,0,0,4,0,8,0,12,0,7,0,0.205882353,0.1,Win
LT,NC,Home,37,29,6,6,8,4,0,1,0,0,0,6,0,9,1,14,0.333333333,6,2,0.4,0.275862069,Loss
NE,SK,Away,40,36,6,6,8,4,0,1,2,0,0,3,1,9,0,11,0.333333333,6,2,0.3,0.222222222,Loss
SK,NE,Home,37,35,4,4,9,2,0,2,2,0,0,2,0,11,1,13,0.5,6,3,0.297297297,0.257142857,Win
OB,KT,Away,58,45,7,7,12,4,0,0,0,0,1,10,2,8,3,35,0.176470588,17,3,0.413793103,0.266666667,Loss
KT,OB,Home,57,43,6,6,9,6,0,2,4,0,1,11,1,13,0,28,0.142857143,14,2,0.375,0.209302326,Win
SS,HH,Away,43,39,8,8,14,4,0,2,6,0,1,3,0,9,1,16,0.272727273,11,3,0.395348837,0.358974359,Loss
HH,SS,Home,38,36,3,3,9,4,0,0,0,0,0,1,1,7,1,17,0.25,8,2,0.289473684,0.25,Win
HT,LG,Away,44,37,4,5,14,4,0,0,0,0,1,6,0,9,1,25,0.333333333,15,5,0.454545455,0.378378378,Win
LG,HT,Home,45,29,9,10,6,0,0,2,6,0,1,13,1,10,0,22,0.2,10,2,0.454545455,0.206896552,Loss
NC,LT,Away,41,37,7,8,15,6,0,0,0,0,1,1,0,9,1,11,0.6,10,6,0.41025641,0.405405405,Loss
LT,NC,Home,36,31,3,3,6,0,0,2,6,0,0,5,0,7,2,15,0,8,0,0.305555556,0.193548387,Win
NE,SK,Away,30,27,0,0,1,0,0,0,0,0,0,1,1,7,0,7,0,3,0,0.103448276,0.037037037,Win
SK,NE,Home,43,32,9,10,10,2,0,1,2,0,1,8,2,8,1,23,0.307692308,13,4,0.465116279,0.3125,Loss
KT,SS,Away,37,34,1,1,7,4,0,0,4,0,0,2,1,9,0,16,0.142857143,7,1,0.27027027,0.205882353,Win
SS,KT,Home,38,31,6,6,8,2,0,1,8,2,0,6,1,6,0,12,0.428571429,7,3,0.394736842,0.258064516,Loss
LG,SK,Away,38,34,5,6,9,2,0,4,0,0,0,1,2,8,1,10,0.25,4,1,0.324324324,0.264705882,Loss
SK,LG,Home,35,31,1,1,8,0,0,0,0,1,0,2,2,8,2,15,0.166666667,6,1,0.342857143,0.258064516,Win
LT,OB,Away,33,29,1,1,4,2,0,1,0,0,0,4,0,7,2,13,0,4,0,0.242424242,0.137931034,Win
OB,LT,Home,44,39,12,12,15,6,0,1,0,0,0,4,1,6,0,22,0.538461538,13,7,0.454545455,0.384615385,Loss
NC,HH,Away,40,33,5,6,7,2,0,2,0,0,1,2,4,7,0,10,0.2,5,1,0.325,0.212121212,Win
HH,NC,Home,41,35,10,10,14,6,2,1,0,0,2,3,0,5,0,10,0.444444444,9,4,0.425,0.4,Loss
NE,HT,Away,39,31,4,4,8,8,0,0,2,1,0,5,2,7,0,16,0.25,8,2,0.394736842,0.258064516,Loss
HT,NE,Home,39,32,3,3,6,0,0,0,0,0,0,6,0,8,0,19,0.142857143,7,1,0.315789474,0.1875,Win
KT,SS,Away,33,29,1,1,4,2,0,0,4,0,0,4,0,9,2,10,0.333333333,3,1,0.242424242,0.137931034,Win
SS,KT,Home,38,30,3,3,8,6,0,1,2,0,0,6,1,3,0,17,0.285714286,7,2,0.405405405,0.266666667,Loss
LG,SK,Away,36,33,3,4,6,4,0,1,0,0,0,3,0,8,0,11,0.2,5,1,0.25,0.181818182,Win
SK,LG,Home,38,36,8,8,14,8,0,2,2,0,0,1,1,6,1,14,0.4,10,4,0.421052632,0.388888889,Loss
LT,OB,Away,41,36,4,5,13,2,2,0,2,1,1,2,1,11,0,21,0.2,15,3,0.4,0.361111111,Win
OB,LT,Home,34,31,7,7,8,4,0,1,0,2,1,1,1,6,0,6,0.714285714,7,5,0.294117647,0.258064516,Loss
NC,HH,Away,38,36,6,6,12,2,0,1,2,0,1,1,0,5,0,11,0.444444444,9,4,0.342105263,0.333333333,Win
HH,NC,Home,42,26,8,8,8,6,0,1,2,0,2,5,4,3,0,15,0.333333333,12,4,0.459459459,0.307692308,Loss
NE,HT,Away,40,35,5,5,10,8,0,1,0,1,0,3,1,9,0,12,0.3,10,3,0.358974359,0.285714286,Loss
HT,NE,Home,35,33,0,1,7,2,2,0,0,0,0,2,0,10,2,17,0,8,0,0.257142857,0.212121212,Win
NE,HT,Away,50,48,15,15,22,20,2,3,0,0,0,1,0,9,0,17,0.473684211,19,9,0.469387755,0.458333333,Loss
HT,NE,Home,37,35,3,4,8,2,0,1,2,0,0,2,0,10,1,12,0.25,8,2,0.27027027,0.228571429,Win
HH,LG,Away,33,31,0,0,4,0,0,0,2,1,0,1,1,9,0,12,0,5,0,0.181818182,0.129032258,Win
LG,HH,Home,42,33,9,10,11,2,0,0,6,0,1,7,0,3,0,14,0.363636364,11,4,0.43902439,0.333333333,Loss
LT,HT,Away,38,30,2,2,6,2,0,0,2,0,0,6,0,8,1,23,0.214285714,14,3,0.333333333,0.2,Win
HT,LT,Home,31,29,3,3,7,4,0,0,0,1,0,1,0,7,0,8,0.25,8,2,0.266666667,0.24137931,Loss
OB,NE,Away,35,33,0,0,6,4,0,0,0,0,0,2,0,9,0,15,0,5,0,0.228571429,0.181818182,Win
NE,OB,Home,46,39,12,12,14,0,0,3,0,0,1,3,1,15,0,29,0.333333333,15,5,0.409090909,0.358974359,Loss
SK,KT,Away,45,37,9,9,10,4,0,0,2,0,0,7,1,8,1,22,0.357142857,14,5,0.4,0.27027027,Loss
KT,SK,Home,40,35,3,3,9,4,0,0,2,1,0,5,0,10,1,16,0.333333333,9,3,0.35,0.257142857,Win
SS,NC,Away,40,32,5,5,10,2,0,1,0,0,1,5,1,3,3,18,0.25,8,2,0.41025641,0.3125,Loss
NC,SS,Home,30,30,0,0,2,0,2,0,0,0,0,0,0,9,0,7,0,2,0,0.066666667,0.066666667,Win
HH,LG,Away,37,28,5,5,5,0,0,1,6,1,1,5,0,8,0,12,0.285714286,7,2,0.294117647,0.178571429,Loss
LG,HH,Home,38,34,2,2,9,4,0,1,2,0,0,4,0,8,2,22,0.111111111,9,1,0.342105263,0.264705882,Win
LT,HT,Away,37,33,7,7,7,4,0,2,2,0,0,3,1,6,0,13,0.222222222,9,2,0.297297297,0.212121212,Loss
HT,LT,Home,44,38,5,6,13,6,0,0,0,0,0,4,1,6,1,19,0.357142857,14,5,0.418604651,0.342105263,Win
OB,NE,Away,43,38,11,12,15,6,2,5,2,1,0,3,1,7,0,11,0.333333333,12,4,0.452380952,0.394736842,Loss
NE,OB,Home,43,39,9,9,13,4,0,3,0,0,0,2,1,9,1,12,0.5,10,5,0.380952381,0.333333333,Win
SK,KT,Away,38,33,0,0,8,0,0,0,2,0,0,4,0,10,1,19,0.111111111,9,1,0.324324324,0.242424242,Win
KT,SK,Home,34,28,1,2,7,6,0,1,2,1,0,5,1,11,0,20,0,10,0,0.382352941,0.25,Loss
SS,NC,Away,41,34,6,6,9,4,2,2,0,1,1,6,0,8,0,11,0.285714286,7,2,0.365853659,0.264705882,Loss
NC,SS,Home,35,32,2,2,6,0,0,1,8,0,0,3,0,11,1,9,0.25,4,1,0.257142857,0.1875,Win
HH,LG,Away,38,33,2,2,6,2,0,1,2,0,0,4,1,8,1,16,0,7,0,0.289473684,0.181818182,Win
LG,HH,Home,41,34,3,5,12,4,0,0,4,1,0,5,0,4,0,25,0.235294118,17,4,0.435897436,0.352941176,Loss
LT,HT,Away,40,35,6,6,10,2,0,2,4,0,0,3,2,1,2,15,0.25,8,2,0.375,0.285714286,Win
HT,LT,Home,45,38,7,7,14,4,0,1,0,0,0,6,1,11,2,24,0.333333333,12,4,0.466666667,0.368421053,Loss
OB,NE,Away,41,33,7,7,9,2,0,2,2,0,1,6,1,5,1,16,0.333333333,6,2,0.390243902,0.272727273,Loss
NE,OB,Home,40,31,5,5,9,6,0,0,0,1,1,6,0,10,0,13,0.222222222,9,2,0.394736842,0.290322581,Win
SK,KT,Away,40,33,3,3,7,2,0,0,2,0,0,6,0,7,1,18,0.2,10,2,0.333333333,0.212121212,Loss
KT,SK,Home,34,33,2,2,7,2,0,1,2,1,0,1,0,8,1,10,0.2,5,1,0.235294118,0.212121212,Win
SS,NC,Away,46,40,14,14,15,12,0,1,4,0,2,4,0,7,0,14,0.466666667,15,7,0.413043478,0.375,Loss
NC,SS,Home,39,34,4,4,9,6,0,0,0,1,0,4,0,5,1,19,0.272727273,11,3,0.342105263,0.264705882,Win
HT,OB,Away,39,34,3,3,6,4,0,0,0,0,0,4,1,9,1,22,0.142857143,14,2,0.282051282,0.176470588,Win
OB,HT,Home,40,35,7,7,12,4,2,0,0,1,1,2,2,7,0,16,0.307692308,13,4,0.4,0.342857143,Loss
LG,NC,Away,35,35,2,3,7,2,0,1,0,0,0,0,0,6,0,12,0.2,5,1,0.2,0.2,Win
NC,LG,Home,41,37,10,11,13,6,2,3,2,0,1,0,2,5,1,14,0.454545455,11,5,0.375,0.351351351,Loss
NE,KT,Away,46,39,7,9,12,4,0,3,2,0,0,6,1,8,1,21,0.333333333,12,4,0.413043478,0.307692308,Loss
KT,NE,Home,36,34,1,2,7,4,2,0,2,0,0,1,1,11,0,14,0.083333333,12,1,0.25,0.205882353,Win
SK,HH,Away,39,30,0,0,6,2,0,0,0,0,0,7,1,11,1,20,0.090909091,11,1,0.368421053,0.2,Win
HH,SK,Home,29,26,2,2,7,4,0,1,0,2,0,2,0,4,1,4,0.666666667,3,2,0.321428571,0.269230769,Loss
SS,LT,Away,31,30,2,3,6,4,0,1,2,1,0,1,0,9,2,7,0.25,4,1,0.225806452,0.2,Win
LT,SS,Home,33,29,5,5,8,4,0,2,0,1,2,2,0,10,0,9,0.333333333,3,1,0.303030303,0.275862069,Loss
HT,OB,Away,43,34,5,5,7,2,0,1,2,0,0,7,0,9,0,17,0.25,12,3,0.341463415,0.205882353,Loss
OB,HT,Home,44,36,4,4,11,8,0,1,2,0,1,5,0,6,2,16,0.125,8,1,0.380952381,0.305555556,Win
LG,NC,Away,40,33,6,6,7,2,0,1,6,1,0,5,2,9,0,16,0.3,10,3,0.35,0.212121212,Loss
NC,LG,Home,35,33,2,2,8,6,0,1,0,0,0,1,1,6,1,14,0,6,0,0.285714286,0.242424242,Win
NE,KT,Away,35,32,3,3,9,4,0,2,0,1,0,3,0,9,2,13,0,5,0,0.342857143,0.28125,Loss
KT,NE,Home,32,29,0,0,4,2,0,0,0,2,0,3,0,7,1,11,0,5,0,0.21875,0.137931034,Win
SK,HH,Away,43,32,6,6,9,0,0,1,2,2,1,6,2,6,1,20,0.25,12,3,0.414634146,0.28125,Win
HH,SK,Home,41,37,6,7,11,0,0,0,2,0,0,2,1,7,0,16,0.6,10,6,0.35,0.297297297,Loss
SS,LT,Away,46,42,7,9,14,2,0,3,0,0,1,3,0,5,0,17,0.4,10,4,0.369565217,0.333333333,Win
LT,SS,Home,42,34,12,12,13,6,2,5,0,0,0,7,0,6,2,16,0.5,8,4,0.487804878,0.382352941,Loss
HT,OB,Away,45,40,3,3,5,2,0,0,4,1,0,5,0,13,0,15,0.111111111,9,1,0.222222222,0.125,Win
OB,HT,Home,51,43,4,4,11,2,2,0,2,0,2,6,0,3,1,20,0.1,10,1,0.333333333,0.255813953,Loss
