236,80,70,90,60,50
237,70,80,90,90,90
238,25,30,30,30,30
239,25,30,30,30,30
240,35,40,40,40,55
241,30,25,15,40,55
242,80,70,90,70,70
243,25,30,30,25,25
244,95,95,90,90,100
245,35,40,40,40,30
246,80,85,90,90,80
247,90,100,95,95,85
248,95,90,90,95,80
249,70,80,70,70,50
250,100,100,100,100,100
251,35,50,40,40,30
252,60,60,50,70,50
253,80,85,90,90,80
254,80,85,90,90,100
255,80,95,90,95,50
256,50,40,40,10,80
257,70,80,70,70,80
258,30,25,15,40,55
259,35,50,40,40,30
260,85,55,80,70,100
261,70,80,90,90,90
262,50,40,40,40,30
263,95,100,95,55,85
264,95,90,90,95,100
265,80,85,90,90,80
266,60,60,50,70,80
267,85,70,90,70,80
268,95,90,90,95,80
269,100,100,100,100,90
270,80,70,90,75,80
271,35,50,40,40,30
272,50,40,40,10,80
273,95,100,95,55,85
274,85,85,90,90,80
275,85,70,90,70,80
276,30,25,15,40,30
277,30,25,15,10,20
278,65,70,75,55,80
279,100,100,100,100,100
280,80,95,90,90,70
281,70,80,70,70,50
282,90,100,95,95,85
283,75,85,70,70,50
284,80,70,90,70,50
285,70,80,90,90,90
286,70,80,90,90,90
287,30,25,15,40,55
288,65,70,60,70,50
289,95,100,95,55,85
290,80,95,90,90,70
291,95,100,100,100,90
292,70,60,60,70,80
293,95,100,95,75,85
294,30,25,15,10,20
295,85,70,90,75,80
296,85,85,90,90,100
297,100,90,90,95,80
298,80,70,90,60,70
299,35,40,40,40,55
300,70,80,70,70,50
301,85,55,75,55,60
302,50,50,40,40,55
303,100,100,100,100,100
304,65,85,90,90,80
305,75,85,70,70,60
306,60,60,50,70,80
307,35,40,40,40,55
308,100,100,100,100,90
309,100,100,100,100,90
310,70,80,70,70,60
311,80,70,90,70,80
312,100,100,100,100,100
313,80,70,90,60,70
314,30,25,15,10,20
315,75,85,90,90,90
316,35,50,40,40,30
317,25,30,30,25,25
318,60,60,50,70,60
319,95,95,90,95,80
320,80,70,90,55,50
321,25,30,30,30,55
322,30,25,15,10,20
323,25,30,30,25,25
324,95,95,90,80,80
325,65,55,80,70,100
326,70,60,75,70,60
327,65,85,70,70,60
328,95,90,90,95,80
329,50,50,40,40,55
330,25,30,30,25,25
331,95,100,95,70,85
332,60,60,50,70,50
333,90,100,95,95,85
334,70,80,70,70,50
335,95,100,100,100,90
336,100,100,100,100,100
337,100,95,90,90,80
338,70,70,90,75,80
339,80,70,90,70,70
340,80,70,90,60,70
341,30,25,15,10,20
342,90,100,100,100,90
343,30,25,15,10,20
344,70,80,90,90,90
345,80,95,90,80,70
346,95,95,90,90,80
347,25,30,30,25,25
348,45,30,30,25,25
349,80,70,90,70,50
350,60,60,50,70,50
351,100,95,90,90,80
352,75,55,60,40,50
353,25,30,30,25,25
354,65,70,80,55,100
355,70,80,70,70,60
356,85,70,90,75,80
357,95,100,95,55,85
358,85,85,90,90,100
359,70,60,60,70,50
360,100,100,100,100,100
361,30,25,15,10,20
362,70,80,70,70,50
363,30,25,15,10,20
364,95,100,95,55,85
365,95,100,95,75,85
366,100,95,90,90,80
367,80,85,90,90,80
368,30,25,15,40,30
369,90,100,100,100,90
370,80,70,90,70,50
371,50,50,40,10,20
372,30,25,15,10,20
373,75,55,80,70,80
374,85,85,90,90,80
375,80,95,90,80,70
376,60,60,50,70,50
377,75,85,70,70,60
378,50,50,40,40,30
379,30,25,15,10,20
380,60,60,50,70,60
381,35,50,40,40,30
382,70,80,90,90,90
383,80,85,90,90,80
384,90,100,95,95,85
385,50,40,40,10,80
386,70,80,70,70,50
387,85,85,90,90,80
388,70,85,90,90,90
389,100,100,100,100,100
390,25,30,30,30,55
391,80,85,90,90,100
392,50,50,40,10,20
393,50,50,40,40,30
394,70,60,60,70,60
395,100,100,100,100,90
396,50,50,40,40,30
397,70,80,70,70,50
398,65,70,75,75,50
399,80,70,90,70,80
400,75,70,70,75,60
401,30,25,15,40,55
402,70,60,60,70,50
403,75,55,75,75,80
404,80,95,90,90,70
405,25,30,30,25,25
406,25,30,30,25,25
407,50,50,40,40,30
408,100,100,100,100,100
409,70,60,60,70,50
410,75,85,70,70,50
411,80,70,90,70,50
412,45,30,30,30,55
413,80,70,90,75,70
414,60,60,50,70,80
415,35,50,40,40,30
416,90,100,100,100,90
417,75,85,90,90,90
418,70,70,90,75,80
419,70,60,75,70,50
420,70,70,90,75,80
421,45,30,30,25,25
422,100,100,100,100,90
423,80,85,90,90,80
424,70,70,90,75,80
425,35,50,40,40,30
426,30,25,15,40,55
427,30,25,15,10,20
428,70,60,80,60,70
429,95,100,100,100,90
430,100,100,100,100,90
431,90,100,100,100,90
432,80,70,90,60,70
433,25,30,30,25,25
434,45,30,30,25,25
435,100,100,100,100,90
436,70,70,90,70,60
437,60,60,50,70,80
438,70,85,70,70,50
439,80,95,90,90,70
440,50,50,40,40,30
441,95,95,90,95,80
442,70,80,70,70,80
443,60,60,50,70,50
444,30,25,15,40,30
445,70,60,75,60,50
446,50,50,40,10,20
447,85,85,90,90,100
448,25,30,30,25,25
449,60,60,50,70,50
450,30,25,15,40,30
451,90,100,100,100,90
452,75,55,75,55,50
453,70,80,70,70,50
454,80,70,90,70,70
455,85,85,90,90,80
456,30,25,15,10,20
457,90,100,100,100,90
458,100,100,100,100,100
459,100,100,100,100,100
460,70,60,80,60,70
461,95,100,95,70,85
462,90,100,100,100,90
463,70,60,80,60,70
464,100,100,100,100,90
465,85,85,90,90,100
466,80,70,90,70,70
467,75,70,90,75,80
468,35,50,40,40,30
469,45,30,30,25,25
470,70,55,75,70,60
471,100,100,100,100,100
472,50,50,40,40,30
473,100,100,100,100,100
474,30,25,15,10,20
475,80,55,60,75,80
476,90,100,100,100,90
477,70,60,60,70,80
478,65,55,80,75,80
479,100,100,100,100,100
480,90,100,100,100,90
481,65,70,75,75,50
482,60,60,50,70,80
483,95,95,90,95,80
484,70,80,90,90,90
485,25,30,30,25,25
486,65,70,60,70,80
487,80,70,90,75,100
488,95,90,90,90,80
489,70,80,70,70,80
490,95,90,90,95,80
491,70,85,90,90,90
492,100,95,90,90,80
493,25,30,30,30,55
494,70,80,90,90,90
495,80,95,90,90,70
496,70,60,80,60,70
497,80,95,90,95,70
498,65,85,90,90,80
499,60,60,50,70,50
500,25,30,30,25,25
